t
b'https://t.co/RrUwKSnpDi'
b'\xe2\x9d\xa4\xef\xb8\x8f\xf0\x9f\x92\xaa\xf0\x9f\x8f\xbd @Spotify https://t.co/NVBusdsAEH'
b'CHRISTMAS CARDS!!!!! \xe2\x9d\xa4\xef\xb8\x8f\xf0\x9f\x98\x82 https://t.co/GZnwTdPPPW'
b'The 1 gift I\xe2\x80\x99m continually Grateful/Thankful for!!! \xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f https://t.co/zzTyJjR0VY'
b'\xf0\x9f\x99\x8f\xf0\x9f\x8f\xbd https://t.co/lDWfbmbLlG'
b'https://t.co/2EBw5xe7MB'
b'YEARS https://t.co/l25SlIlwqh'
b'Black Friday Sale! https://t.co/Pw1c4XBb9G https://t.co/RfueUcP7LV'
b'https://t.co/pIchAnxJMZ'
b'ANOTHER 1 https://t.co/XEFBrONikC'
b'DA FAM https://t.co/7QDURGfaKP'
b'https://t.co/4Iq2qsSlxi X @Footaction https://t.co/a1XHHOgEkR'
b'https://t.co/greCDSHTmW'
b'https://t.co/4Iq2qt9WVS https://t.co/OKve3g0Nbr'
b'\xf0\x9f\x99\x8f\xf0\x9f\x8f\xbd https://t.co/kEe91QJnQQ'
b'The TIME TRAVELER https://t.co/41dKenhceZ'
b'https://t.co/4Iq2qt9WVS https://t.co/mr9C4Iqn4v'
b'VOTE TODAY!!!!! Even though people with power are selected (not elected) we can at least try\xf0\x9f\x92\xaa\xf0\x9f\x8f\xbd\xf0\x9f\x99\x8f\xf0\x9f\x8f\xbd\xe2\x9d\xa4\xef\xb8\x8f https://t.co/nuuakc7fOA'
b'https://t.co/4Iq2qt9WVS https://t.co/mI0bq39UbL'
b'https://t.co/yTrb8qTVIn'
b'\xe2\x9d\xa4\xef\xb8\x8f https://t.co/Q8EdwYPAgI'
b'#ToMyBed https://t.co/SW5wr2tXpx https://t.co/6akbE2V7Gc'
b'https://t.co/gbBszwSZBA'
b'#ToMyBed @Vevo https://t.co/SW5wr2tXpx https://t.co/irW3wVz0G1'
b'https://t.co/d7ZyXg1mUa'
b'https://t.co/4Iq2qt9WVS https://t.co/xugr8WRJow'
b'Light skin LEGENDS https://t.co/9osB7jSI9i'
b'https://t.co/4Iq2qt9WVS \xf0\x9f\x99\x8f\xf0\x9f\x8f\xbd https://t.co/JhU6qqiUTQ'
b'PAINT SUM! https://t.co/qok7fqpI0n'
b'MISS RORO https://t.co/4Iq2qt9WVS https://t.co/E1U5iFWN9u'
b'DOUBLE DRAGONS \xf0\x9f\x90\x89 @Drake https://t.co/kxXJbBui3m'
b'https://t.co/4Iq2qt9WVS https://t.co/lqYIBp47bW'
b'Shit sounding right \xf0\x9f\x94\xa5 https://t.co/QhkPf58qEP'
b'https://t.co/4Iq2qt9WVS https://t.co/1bRs4AT427'
b'\xf0\x9f\x99\x8f\xf0\x9f\x8f\xbd\xf0\x9f\x99\x8f\xf0\x9f\x8f\xbd\xf0\x9f\x99\x8f\xf0\x9f\x8f\xbd\xf0\x9f\x99\x8f\xf0\x9f\x8f\xbd\xf0\x9f\x99\x8f\xf0\x9f\x8f\xbd\xf0\x9f\x99\x8f\xf0\x9f\x8f\xbd\xf0\x9f\x99\x8f\xf0\x9f\x8f\xbd\xf0\x9f\x99\x8f\xf0\x9f\x8f\xbd\xf0\x9f\x99\x8f\xf0\x9f\x8f\xbd\xf0\x9f\x99\x8f\xf0\x9f\x8f\xbd\xf0\x9f\x99\x8f\xf0\x9f\x8f\xbd\xf0\x9f\x99\x8f\xf0\x9f\x8f\xbd\xf0\x9f\x99\x8f\xf0\x9f\x8f\xbd\xf0\x9f\x99\x8f\xf0\x9f\x8f\xbd\xf0\x9f\x99\x8f\xf0\x9f\x8f\xbd\xf0\x9f\x99\x8f\xf0\x9f\x8f\xbd\xf0\x9f\x99\x8f\xf0\x9f\x8f\xbd\xf0\x9f\x99\x8f\xf0\x9f\x8f\xbd\xf0\x9f\x99\x8f\xf0\x9f\x8f\xbd\xf0\x9f\x99\x8f\xf0\x9f\x8f\xbd\xf0\x9f\x99\x8f\xf0\x9f\x8f\xbd\xf0\x9f\x99\x8f\xf0\x9f\x8f\xbd\xf0\x9f\x99\x8f\xf0\x9f\x8f\xbd\xf0\x9f\x99\x8f\xf0\x9f\x8f\xbd\xf0\x9f\x99\x8f\xf0\x9f\x8f\xbd\xf0\x9f\x99\x8f\xf0\x9f\x8f\xbd\xe2\x9d\xa4\xef\xb8\x8f. Thank y\xe2\x80\x99all!!!! https://t.co/Ko9BjQSZSW'
b'https://t.co/4Iq2qsSlxi https://t.co/dewyanz2uh'
b'\xf0\x9f\x94\xa5 THIS THE\xe2\x98\x9d\xef\xb8\x8fONE \xe2\x9d\xa4\xef\xb8\x8f https://t.co/Z8Y84L5TS3'
b'I\xe2\x80\x99ll be back... https://t.co/JfumcctRBZ'
b'https://t.co/4Iq2qt9WVS https://t.co/CdbMz5mVqo'
b'\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 CAPTION THIS: https://t.co/IzgdGTB9RO'
b'https://t.co/4Iq2qt9WVS https://t.co/dsIDyQUkzh'
b'https://t.co/ehxMtEujTk'
b'https://t.co/4Iq2qt9WVS https://t.co/FRbViS4fMP'
b'Nights just gettin started! https://t.co/CkGP5P7v9E'
b'https://t.co/VnaNlza8yU'
b'https://t.co/P5lrJcPK0F'
b'ITTTTTSSSSS FUCKKINGGGG LITTTTYYYYY\xf0\x9f\x94\xa5\xf0\x9f\x98\x98\xe2\x9d\xa4\xef\xb8\x8f\xf0\x9f\x99\x8f\xf0\x9f\x8f\xbd https://t.co/otwARwcHAv'
b'https://t.co/aLgS6YbOgj'
b'IM HUNGRY..... https://t.co/2NF2sa5765'
b'https://t.co/4Iq2qsSlxi https://t.co/LroZgGrG8H'
b'https://t.co/4Iq2qt9WVS https://t.co/6ENAml20Pz'
b'#OVERDOSE https://t.co/DuvQvi4da2'
b'I love marshmallows DAWN DOTTA! THANOS SENDS HIS REGARDS https://t.co/U0mJXUxRyB'
b'https://t.co/nTnlU3o4kH'
b'#OVERDOSE video world premiere!! @agnezmo https://t.co/uJdQQrzcxb'
b'#AllTheTime https://t.co/YkNXk8yZGh'
b'#ATTENTION https://t.co/ypZouA11PI'
b'She told me I better smile \xf0\x9f\x98\x82 https://t.co/Fi4KNfvq3E'
b'#ToMyBed @Vevo https://t.co/4hvSFUG52r https://t.co/mdbD44VB0P'
b'https://t.co/4Iq2qt9WVS https://t.co/2j538TopZu'
b'U R WHOEVER U WANNA BE! JUST DONT BE THEM! \xf0\x9f\x99\x8f\xf0\x9f\x8f\xbd\xe2\x9d\xa4\xef\xb8\x8f https://t.co/VJ38mtoEB2'
b'https://t.co/4Iq2qt9WVS https://t.co/3nGgiz2P8u'
b'#ToMyBed @Vevo https://t.co/4hvSFUXGr1 https://t.co/qsCOtJO1Qe'
b'https://t.co/4Iq2qt9WVS https://t.co/YZGI64aX1l'
b'https://t.co/3MQc9igbGD'
b'https://t.co/TJOrNa0QOY'
b'https://t.co/4Iq2qt9WVS https://t.co/WjsH6K771N'
b'https://t.co/GOc2fRrISc'
b'https://t.co/mqgeiWg3v6'
b'Oh yeah... dat was dem??? I ain\xe2\x80\x99t even notice. https://t.co/CkZh7iA6US'
b'ALWAYS BE THANKFUL AND HUMBLE https://t.co/WHT0QtPPII'
b'https://t.co/4Iq2qt9WVS https://t.co/5D3aqDtxgs'
b'https://t.co/gFffGhPVVF'
b'The MYTH https://t.co/VgqkYtMQBO'
b'\xe2\x9d\xa4\xef\xb8\x8f https://t.co/5iltRg9KYB'
b'https://t.co/EBUISNk2QA'
b'@scottstorchofficial https://t.co/D3UwcE8bVx'
b'\xe2\x9c\x85\xe2\x9c\x85\xe2\x9c\x85\xe2\x9c\x85\xe2\x9c\x85\xe2\x9c\x85\xe2\x9c\x85\xe2\x9c\x85\xe2\x9c\x85\xe2\x9c\x85\xe2\x9c\x85\xe2\x9c\x85\xe2\x9c\x85\xe2\x9c\x85\xe2\x9c\x85\xe2\x9c\x85\xe2\x9c\x85\xe2\x9c\x85\xe2\x9c\x85\xe2\x9c\x85'
b'THANK YOU TO EVERYONE WHO MADE THIS ALL POSSIBLE!!! \xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f!!! LAST SHOW!!! Anaheim CA!!! Until next tim\xe2\x80\xa6 https://t.co/AqL5dkvQa9'
b'LAS VEGAS TONIGHT! #HeartbreakOnAFullMoonTour https://t.co/fccn78riKK https://t.co/P1bH42c34H'
b'HAD TO DO IT... SORRY DJ KHALED https://t.co/c7Ga00CYZr'
b'SAN DIEGO/CHULA VISTA TONIGHT! #HeartbreakOnAFullMoonTour https://t.co/fccn78riKK https://t.co/VCYvz0BLZH'
b'\xf0\x9f\x99\x8f\xf0\x9f\x8f\xbd COULDN\xe2\x80\x99T BE MORE THANKFUL! OF ALL TIME THOUGH!!!?? \xe2\x9d\xa4\xef\xb8\x8f https://t.co/frnCnbRTEH'
b'She must have played the album for em!!! \xf0\x9f\x94\xa5 https://t.co/Qx1sXkH5QV'
b'https://t.co/4Iq2qt9WVS https://t.co/suAkGMftpS'
b'Albuquerque TONIGHT! #HeartbreakOnAFullMoonTour https://t.co/fccn78riKK https://t.co/khtCgAMDt5'
b'https://t.co/4Iq2qt9WVS https://t.co/wslowucUpb'
b'IM NOT HUMAN.. VIBRATE HIGHER AND SPEAK WITH ME IN ANOTHER DIMENSION https://t.co/OM0799SZvO'
b'Absolutely an Angel \xe2\x9d\xa4\xef\xb8\x8f https://t.co/qLGI7E5acq'
b'MISSOURI TONIGHT! #HeartbreakOnAFullMoonTour https://t.co/fccn78IU9k https://t.co/1vI9uSezrt'
b'CHICAGO!!!!! Y\xe2\x80\x99all ready tonight? #HeartbreakOnAFullMoonTour https://t.co/fccn78IU9k https://t.co/HbGgHxIMXT'
"b'Noblesville, IN TONIGHT! #HeartbreakOnAFullMoonTour https://t.co/fccn78IU9k https://t.co/s7YhWooAbR'"
b'KOOL KIDZ\xe2\x9d\xa4\xef\xb8\x8f https://t.co/DnRVAisYXA'
b'LOUD AND BROKE AINT RICH AND FAMOUS! https://t.co/C4hXyiG0x8'
"b'Clarkston, MI TONIGHT! #HeartbreakOnAFullMoonTour https://t.co/fccn78IU9k https://t.co/l6AoOSwBRt'"
b'https://t.co/0DDK4jGvE6'
b'I\xe2\x80\x99m fine til I see some shit https://t.co/wm2Y5jToch'
b'Cincinnati TONIGHT! #HeartbreakOnAFullMoonTour https://t.co/fccn78IU9k https://t.co/oRP0vZJNcO'
b'Be careful who u surround yourself wit \xf0\x9f\x99\x8f\xf0\x9f\x8f\xbd\xe2\x9d\xa4\xef\xb8\x8f https://t.co/OaNWxb7hnK'
b'#LIONSONLYOHB @TwinCharlo calm before the storm https://t.co/inVP2f9XI7'
"b'Burgettstown, PA TONIGHT! #HeartbreakOnAFullMoonTour https://t.co/fccn78IU9k https://t.co/35DgOEanJP'"
"b'HARTFORD, CT TONIGHT! #HeartbreakOnAFullMoonTour https://t.co/fccn78IU9k https://t.co/q4zqZ0vXLT'"
"b'MANSFIELD,MA TONIGHT! #HeartbreakOnAFullMoonTour https://t.co/fccn78IU9k https://t.co/Z7JARIV8Xd'"
b'I LOVE MY FANS BRO\xe2\x9d\xa4\xef\xb8\x8f\xf0\x9f\x99\x8f\xf0\x9f\x8f\xbd. I WAS SCARED FOR A SECOND\xf0\x9f\x98\xb3\xf0\x9f\x92\xaa\xf0\x9f\x8f\xbd. THE KID IS LEGENDARY https://t.co/GxKNrKL3y8'
"b'CAMDEN, NJ TONIGHT! #HeartbreakOnAFullMoonTour https://t.co/fccn78IU9k https://t.co/9ZO3q23gPT'"
b'LOVE YOU BETTER VIDEO OUT NOW! @Kingcombs https://t.co/JZ4Jv4nKCw'
b'https://t.co/I1NrXsLyOW'
b'https://t.co/4Iq2qt9WVS https://t.co/t2vz6GFHRA'
b'BARCLAYS TONIGHT. \xe2\x9d\xa4\xef\xb8\x8f#HeartbreakOnAFullMoonTour https://t.co/fccn78IU9k https://t.co/PcpBQ2AUu6'
"b'NEWARK, NJ TONIGHT!!! #HeartbreakOnAFullMoonTour https://t.co/fccn78IU9k https://t.co/DOlihrWH76'"
b'VIRGINIA BEACH TONIGHT!!! #HeartbreakOnAFullMoonTour https://t.co/fccn78riKK https://t.co/SomQmMt3Zq'
b'#ToMyBed @Vevo https://t.co/4hvSFUXGr1 https://t.co/zyUPOULlYO'
"b'BRISTOW, VIRGINIA TONIGHT!!! #HeartbreakOnAFullMoonTour https://t.co/fccn78IU9k https://t.co/Vg9jlomveb'"
b'\xf0\x9f\x94\xa5still one of my favorites https://t.co/4Iq2qt9WVS https://t.co/ajKTmz5882'
