t
b'#Enigma #GagaVegas https://t.co/XTVuFAyfv7'
"b""I'm so honored to be recognized by SAG as an actress alongside Bradley and Sam Elliot, and above all completely emo\xe2\x80\xa6 https://t.co/yAyo8QONVe"""
b'LADY GAGA\n5 NEW JAZZ &amp; PIANO ENGAGEMENTS ADDED\nDUE TO POPULAR DEMAND\nAT PARK THEATER AT PARK MGM RESORT\nLITTLE MONS\xe2\x80\xa6 https://t.co/2F9b9CuSYS'
b'#Enigma #GagaVegas https://t.co/TYHUnibknf'
"b""My dad didn't get to keep his sister Joanne, but I got to keep mine. I love her so much, and you can see her kickin\xe2\x80\xa6 https://t.co/qKwHsgz23V"""
"b""And congratulations to a true artist and musician Bradley Cooper, nominated alongside me. I couldn't be more proud\xe2\x80\xa6 https://t.co/BwSVtQFE3H"""
b'Thank you @RecordingAcad #GRAMMYs https://t.co/UMdtGDbM7y'
b'Thank you so much \xf0\x9f\x92\x97 https://t.co/dD4wIDKxa0'
b'#Enigma #GagaVegas https://t.co/lGl7cxSCAH'
b'#Enigma #GagaVegas https://t.co/kSVQH0pm4W'
b'Today is #WorldsAIDSDay. Support @RED\xe2\x80\x99s fight to #endAIDS \xf0\x9f\x92\xaa https://t.co/xZhtn1syUY'
b'.@katyperry &amp; I have grown up in the industry together. We\xe2\x80\x99ve gone through both celebrations &amp; differences w/ each\xe2\x80\xa6 https://t.co/tvcCUa1YXD'
"b'Thank you @NBRfilm for acknowledging our hard work, I am so honored. Congratulations to Bradley and Sam and our ent\xe2\x80\xa6 https://t.co/x9Q1riIfZl'"
b'.@THR https://t.co/hkbK2wfCHQ'
"b'Thankful for all of these incredible, powerful women and the opportunity to speak with and learn from them. Thank y\xe2\x80\xa6 https://t.co/kOpteaytqX'"
b'This #GivingTuesday support @BTWFoundation and help create a kinder and braver world for all \xf0\x9f\x92\x9e https://t.co/sWXSZHCSXx'
b'Still playing #Bayonetta middle of chapter XIII and my hands hurt and I have to sleep and it\xe2\x80\x99s 4 In the damn mornin\xe2\x80\xa6 https://t.co/YHIvHiwZpP'
"b'Happy Thanksgiving everyone. I\xe2\x80\x99m grateful for my family, friends and loved ones. BUT I\xe2\x80\x99m extra grateful to the fire\xe2\x80\xa6 https://t.co/FNk0uS2xSH'"
b'Ok so I had to step away from the game for a minute to collect myself and now I\xe2\x80\x99m in the middle of Chapter X and th\xe2\x80\xa6 https://t.co/K2ERVRrmHs'
b'Incredible new album #Showboat by @BrianNewmanNY which also features my version with him of \xe2\x80\x9cDon\xe2\x80\x99t Let Me Be Misund\xe2\x80\xa6 https://t.co/Fst3RF0yv6'
