t
b'Thank you @Spotify \xf0\x9f\x99\x8c\xf0\x9f\x8f\xbd \nhttps://t.co/DUMWKSiGYN https://t.co/RlQhR0gRLR'
b'#ICARUSFALLS out now worldwide \nhttps://t.co/gjo7ka4PyC \xf0\x9f\x91\x90\xf0\x9f\x8f\xbd https://t.co/cf1Uqe7N9y'
b'Last capsule before the album\xe2\x80\x99s out round the world https://t.co/a3GUUHAI0g\n#ICARUSFALLS https://t.co/Je5t3aI0Of'
b'@BrendaSolangeee  thank you for the letter and for all your support. Big love \xe2\x99\xa5\xef\xb8\x8fx z'
b'Thank you to everyone supporting the music. Big love to everyone that came out tonight! #IcarusFallsParty'
b'Friday \nPre-order: https://t.co/gjo7k9NeH4 \n#ICARUSFALLS https://t.co/Yh8VbxrEk2'
b'#ICARUSFALLS https://t.co/8TlzAfwJnE'
b'One last tune before Friday \xf0\x9f\x8e\xb6\nhttps://t.co/z4O8qCGovn\n#ThereYouAre #ICARUSFALLS https://t.co/de32n3gKFa'
b'On tomorrow with @ZaneLowe @Beats1 9am LA / 12pm NY / 5pm UK \xf0\x9f\x93\xa1 Playing a new tune \xe2\x80\x98There You Are\xe2\x80\x99 #ICARUSFALLS https://t.co/31VaQIPpnQ'
b'NYC album listening party this Wednesday: https://t.co/KLSimACMNM \nLimited tickets available #ICARUSFALLS \xf0\x9f\x92\xbf \xf0\x9f\x8e\xa7 https://t.co/IaQTwSOSr2'
b'Pre-order Bundle | CAPSULE 2\nhttps://t.co/Z7kqd5KCGk \n#ICARUSFALLS https://t.co/pieA7el2sk'
b'Good Years \xf0\x9f\x91\x8c\xf0\x9f\x8f\xbd\xf0\x9f\x8e\xb5\xf0\x9f\x8e\xb6\xf0\x9f\x8e\xb6\nhttps://t.co/CH77BDmFC9\nout now from Icarus Falls\n\nDECEMBER 14 #ICARUSFALLS\nPre-order:\xe2\x80\xa6 https://t.co/aCNT3dny9i'
b'Thank you for the game #JustCause4'
b'Dec 14 #ICARUSFALLS \xf0\x9f\x92\xbf https://t.co/N6qvkEqSBP'
b'Pre-order Bundle | CAPSULE 1\nhttps://t.co/KnARBM33LU\n#ICARUSFALLS https://t.co/5p7Nm97cFb'
b'+ a new tune: https://t.co/LnecTPoR1q \n#Rainberry https://t.co/r6wzxonfMY'
b'#ICARUSFALLS\n14th December \n\nPre-order: https://t.co/gjo7ka4PyC \xf0\x9f\x92\xbf\xf0\x9f\x92\xbf https://t.co/ORQuh3YTg5'
b'#NoCandleNoLight merch out now\n@ https://t.co/NdfurEgHBs \xf0\x9f\x9a\xab\xf0\x9f\x95\xaf\xf0\x9f\x9a\xab\xf0\x9f\x92\xa1 https://t.co/cHqMZGaa5p'
b'For the fans https://t.co/xmKRoxoupF'
b'#NoCandleNoLight feat. @nickiminaj\n\xf0\x9f\x9a\xab\xf0\x9f\x95\xaf out now: https://t.co/JdSfE6hdlH \xf0\x9f\x9a\xab\xf0\x9f\x92\xa1 https://t.co/Z60EMsZLK6'
b'British Vogue Cover Dec 2018 https://t.co/kMGDff35Up'
b'RIP to a legend https://t.co/OyAte4dkfP'
b'https://t.co/74G3BDjBJP'
b'I hear you guys.. I know you want a date for the album and I do too. The label is holding me back but I promise I a\xe2\x80\xa6 https://t.co/MCrVPwqx3R'
b'.@Daredevil  Need a blindspot ?? https://t.co/tJn9G4tzNQ'
b'Happy Halloween from the devil of Hell\xe2\x80\x99s Kitchen https://t.co/aMTmElaT92'
b'https://t.co/NAGjs8Vpd0 \xf0\x9f\x8e\x92 @The_Kooples https://t.co/EZ58l7fPE9'
b'#Fingers Lyric Video \xf0\x9f\x93\xb1\nhttps://t.co/h5pF207QZv \xf0\x9f\x8e\xb6 https://t.co/EE8dO1vNkI'
b'#Fingers tees available now @ https://t.co/hAU1IAQs2M \xf0\x9f\x96\x96\xf0\x9f\x8f\xbd https://t.co/p4HlQrfLqc'
