t
"b'I grew up in Texas, singing to @xtina everyday, DESPERATELY trying to hit her high notes.. if you would\xe2\x80\x99ve told me\xe2\x80\xa6 https://t.co/rRWzQ3xhJr'"
b'Woke up filled with hope. Dreams come true y\xe2\x80\x99all... thank you @xtina. I love you so much \xf0\x9f\x92\x95 https://t.co/RqNiSNqf6T'
"b'Suns out, buns out @fabletics \xf0\x9f\x95\xb6\xf0\x9f\x8c\x9e https://t.co/jBdq1s1B1Q #ad https://t.co/YlKIs21Gen'"
b'Never been more proud of a song in my life..'
b'Recording my new album and I just hit a note so high I peed a little \xf0\x9f\x98\xb3'
b'You make mistakes too'
"b'Solo, con Clean Bandit, est\xc3\xa1 disponible en espa\xc3\xb1ol ahora! Que lo disfruten! \xf0\x9f\x92\x83 https://t.co/Kc3vNoEN4U\n\n(Solo with C\xe2\x80\xa6 https://t.co/GdP5QN6Y9g'"
b'It makes me so happy to see you guys voting for #SorryNotSorry as best pop video. I had so much fun making it with\xe2\x80\xa6 https://t.co/jU4tSZ68Z4'
b'Wish I could kiss you right now. \xf0\x9f\x98\x98 Wearing @fabletics #Demi4Fabletics #ad https://t.co/jBdq1rK0ai https://t.co/LSGLbUlEAr'
b'show up &amp; glow up \xe2\x9c\xa8\xf0\x9f\x8c\xb7 @fabletics #Demi4fabletics #ad https://t.co/mdv9313pSX https://t.co/QFIlP6TfQ9'
"b'Lets #BeTheGeneration to end extreme poverty. On 2 Dec, join @GlblCtzn to call on world leaders to fight malnutriti\xe2\x80\xa6 https://t.co/jXTa35SmyE'"
b'awwww @cleanbandit YOU GUYS are so lovely and the pleasure is all mine \xf0\x9f\x92\x9e\xf0\x9f\x92\x9e\xf0\x9f\x92\x9e #Solo https://t.co/V8nbSkzEuS'
b'One year later... \xf0\x9f\x98\xb1\xf0\x9f\x98\xad\xe2\x9d\xa4\xef\xb8\x8f thanks for everything  #SorryNotSorry https://t.co/d84ufDJtM8'
b'Feeling this @fabletics bobbie tank today \xf0\x9f\x92\x81\xf0\x9f\x8f\xbb #demi4fabletics #ad\nhttps://t.co/mdv9313pSX https://t.co/CPrFduAuym'
b'Mom: Do you know 2Chainz? I love him'
b'Hi \xf0\x9f\x99\x88 #Demi4Fabletics #ad @Fabletics \nhttps://t.co/mdv931l0Kv https://t.co/2xmXiBL7Nd'
b'Good luck on your blog.'
"b'My fundraiser for @GLAAD ends tomorrow morning! We\xe2\x80\x99re only $5,000 away from $30k. \xf0\x9f\x99\x8c\xf0\x9f\x8f\xbc\xf0\x9f\x99\x8f\xf0\x9f\x8f\xbc https://t.co/ishF4PegOv https://t.co/u9OwnKgskD'"
b'Doing my bit by refusing straws and plastic utensils. Together we can save the planet \xf0\x9f\x8c\x8e What\xe2\x80\x99s your #plasticsaction\xe2\x80\xa6 https://t.co/nnkVcAqJq4'
b'Thank you Europe! Spending the last month of my life with you was truly special. I can\xe2\x80\x99t wait to see you all again\xe2\x80\xa6 https://t.co/YhqKJ5w7AU'
