address,city,zip,beds,baths,sqft,year,saleprice,zestimate,rent,type,hoa,tax,apprec,url
"6508 Alum Rock Cv,", Austin,['78747'],3 bd,3 ba,"2,068 sqft",2007,"$252,000","$255,745","$1,750/mo",Single Family,HOA fees$25/mo,"2018$4,975--$249,460(+11%)",(+4.5 %),https://www.zillow.com/homedetails/6508-Alum-Rock-Cv-Austin-TX-78747/70342195_zpid/
"14206 Rosseau St,", Austin,['78725'],3 bd,3 ba,"1,790 sqft",1987,"$225,000","$202,335","$1,550/mo",Single Family,HOA fees$18/mo,"2018$3,113--$162,373(+11.5%)",(+3.9 %),https://www.zillow.com/homedetails/14206-Rosseau-St-Austin-TX-78725/29459951_zpid/
"13162 Mill Stone Dr,", Austin,['78729'],3 bd,2 ba,"1,631 sqft",1983,"$289,997","$335,792","$1,795/mo",Single Family,HOA fees$0/mo,"2018$2,533--$243,205(+10%)",(+3.9 %),https://www.zillow.com/homedetails/13162-Mill-Stone-Dr-Austin-TX-78729/29549624_zpid/
"6400 Lynch Ln,", Austin,['78741'],4 bd,2 ba,"1,698 sqft",1962,"$300,000","$316,551","$1,750/mo",Single Family,HOA fees$0/mo,"2018$3,317--$240,854(+60.8%)",(+3.5 %),https://www.zillow.com/homedetails/6400-Lynch-Ln-Austin-TX-78741/29462051_zpid/
"6225 Garden Rose Path,", Austin,['78754'],3 bd,3 ba,"2,101 sqft",2015,"$259,000",,,Single Family,,,,https://www.zillow.com/homedetails/6225-Garden-Rose-Path-Austin-TX-78754/145654878_zpid/
"5309 Ingersoll Ln,", Austin,['78744'],4 bd,3 ba,"2,096 sqft",2015,"$299,000","$308,305","$1,795/mo",Single Family,HOA fees$40/mo,"2018$5,808--$285,566(+10%)",,https://www.zillow.com/homedetails/5309-Ingersoll-Ln-Austin-TX-78744/124719545_zpid/
"5015 Heflin Ln,", Austin,['78721'],2 bd,1 ba,720 sqft,1968,"$235,000","$229,893","$1,479/mo",Single Family,HOA fees$0/mo,"2018$4,827--$221,292(+1.5%)",(+3.0 %),https://www.zillow.com/homedetails/5015-Heflin-Ln-Austin-TX-78721/29391427_zpid/
"2928 Wavecrest Blvd,", Austin,['78728'],3 bd,2 ba,"1,851 sqft",1998,"$317,900","$309,549","$1,750/mo",Single Family,HOA fees$17/mo,"2018$5,476--$298,276(+8%)",(+3.6 %),https://www.zillow.com/homedetails/2928-Wavecrest-Blvd-Austin-TX-78728/29451234_zpid/
,austin,78748,,,,,323212,"['""zestimate"":313745']","['""rentZestimate"":1300']",monday - saturday 10 am - 6 pm sunday 12 am - 6 pm,[],,"-$3,150 (-1.0 %)",https://www.zillow.com/homedetails/205-Virtus-Bnd-Austin-TX-78748/251036758_zpid/
"3821 Yarborough Ave,", Austin,['78744'],4 bd,2.5 ba,"2,085 sqft",2006,"$318,000","$274,876","$1,750/mo",Single Family,HOA fees$25/mo,"2018$3,641--$187,668(+10%)",(+3.7 %),https://www.zillow.com/homedetails/3821-Yarborough-Ave-Austin-TX-78744/79980893_zpid/
,austin,78747,,,,,296990,"['""zestimate"":306644']","['""rentZestimate"":1995']",mon 10-6 ; tue 10-6 ; wed 10-6 ; thu 10-6 ; fri 10-6 ; sat 10-6 ; sun 12-6,[],,"-$3,383 (-1.1 %)",https://www.zillow.com/community/bradshaw-crossing-ridgepointe-collection/2089633895_zpid/
,austin,78744,,,,,234990,"['""zestimate"":311797']","['""rentZestimate"":2000']","mon - mon: 12pm - 6pm, tue - sat: 10am - 6pm, sun - sun: 12pm - 6pm",[],,"-$4,890 (-1.5 %)",https://www.zillow.com/community/ridge-at-slaughter/2095637738_zpid/
,austin,78727,,,,,316990,"['""zestimate"":318430']","['""rentZestimate"":1800']",m: 10:00 am-6:00 pm; tu: 8:00 am-6:00 pm; w: 8:00 am-6:00 pm; th: 8:00 am-6:00 pm; f: 8:00 am-6:00 pm; sa: 8:00 am-6:00 pm; su: 8:00 am-5:00 pm;,[],,"-$1,956 (-0.6 %)",https://www.zillow.com/community/scofield-farms-meadows/2087134575_zpid/
"11836 Shropshire Blvd,", Austin,['78753'],2 bd,2 ba,"1,040 sqft",1984,"$184,900","$207,061","$1,451/mo",Single Family,HOA fees$0/mo,"2018$4,544--$201,172(+13.4%)",(+4.4 %),https://www.zillow.com/homedetails/11836-Shropshire-Blvd-Austin-TX-78753/29433352_zpid/
,austin,78724,,,,,236990,"['""zestimate"":245263']","['""rentZestimate"":1595']","mon - mon: 12pm - 6pm, tue - sat: 10am - 6pm, sun - sun: 12pm - 6pm",[],,"-$1,515 (-0.6 %)",https://www.zillow.com/community/tiermo/2089293077_zpid/
,pflugerville,78660,,,,,207990,"['""zestimate"":208861']","['""rentZestimate"":1550']","mon - mon: 12pm - 6pm, tue - sat: 10am - 6pm, sun - sun: 12pm - 6pm",[],,Unavailable,https://www.zillow.com/homedetails/1513-Gropius-Ln-UNIT-27B-Pflugerville-TX-78660/2086290824_zpid/
"5405 Ingersoll Ln,", Austin,['78744'],4 bd,3 ba,"1,982 sqft",2015,"$304,900",,,Single Family,,,,https://www.zillow.com/homedetails/5405-Ingersoll-Ln-Austin-TX-78744/125931304_zpid/
,pflugerville,78660,,,,,189990,"['""zestimate"":186001']","['""rentZestimate"":1465']","mon - mon: 12pm - 6pm, tue - sat: 10am - 6pm, sun - sun: 12pm - 6pm",[],,"-$1,044 (-0.6 %)",https://www.zillow.com/community/fort-dessau/2087757380_zpid/
"7000 Crestone Rd,", Austin,['78744'],3 bd,2 ba,"1,220 sqft",2013,"$229,900","$222,094","$1,550/mo",Single Family,HOA fees$43/mo,"2018$3,920--$200,387(+9.8%)",(+3.8 %),https://www.zillow.com/homedetails/7000-Crestone-Rd-Austin-TX-78744/119617031_zpid/
"2304 Nestlewood Dr,", Austin,['78754'],3 bd,3 ba,"1,422 sqft",2011,"$234,950","$250,670","$1,595/mo",Single Family,HOA fees$36/mo,"2018$569--$163,579(+10%)",(+4.4 %),https://www.zillow.com/homedetails/2304-Nestlewood-Dr-Austin-TX-78754/83829986_zpid/
"7214 Bethune Ave APT A,", Austin,['78752'],3 bd,2.5 ba,"1,548 sqft",2006,"$269,867","$267,220","$1,640/mo",Condo,HOA fees$0/mo,,(+5.1 %),https://www.zillow.com/homedetails/7214-Bethune-Ave-APT-A-Austin-TX-78752/2105508045_zpid/
,austin,78725,,,,,223990,"['""zestimate"":225459']","['""rentZestimate"":1550']","mon - mon: 12pm - 6pm, tue - sat: 10am - 6pm, sun - sun: 12pm - 6pm",[],,"-$16,326 (-6.8 %)",https://www.zillow.com/community/austins-colony/2089372012_zpid/
"9110 United Kingdom Dr,", Austin,['78748'],2 bd,1 ba,"1,178 sqft",1986,"$290,000","$248,410","$1,534/mo",Single Family,HOA fees$0/mo,"2018$3,399--$195,513(+10%)",(+2.9 %),https://www.zillow.com/homedetails/9110-United-Kingdom-Dr-Austin-TX-78748/29509236_zpid/
"7412 Elk Pass Dr,", Austin,['78744'],4 bd,3 ba,"2,322 sqft",2006,"$266,500","$273,435","$1,800/mo",Single Family,HOA fees$33/mo,"2018$3,774--$193,876(+10%)",(+3.6 %),https://www.zillow.com/homedetails/7412-Elk-Pass-Dr-Austin-TX-78744/80092714_zpid/
,austin,78721,3.0,2.0,1080,1969,300000,"['""zestimate"":275854']","['""rentZestimate"":1695']",single family,[],"2018 $4,452 -- $257,012 +27.8%","$285,785 (+3.6 %)",https://www.zillow.com/homedetails/1120-Gardner-Rd-Austin-TX-78721/29384911_zpid/
"5511 Avenue F # B,", Austin,['78751'],2 bd,2 ba,819 sqft,2015,"$325,000","$311,849","$1,500/mo",Condo,HOA fees$0/mo,,,https://www.zillow.com/homedetails/5511-Avenue-F-B-Austin-TX-78751/2101787579_zpid/
"1425 Coriander Dr,", Austin,['78741'],4 bd,3 ba,"2,088 sqft",2007,"$325,000",,,Single Family,,,,https://www.zillow.com/homedetails/1425-Coriander-Dr-Austin-TX-78741/79977096_zpid/
"11202 Amaranth Ln,", Austin,['78754'],3 bd,2 ba,"2,075 sqft",1996,"$257,490","$256,542","$1,700/mo",Single Family,HOA fees$39/mo,"2018$1,786--$215,619(+10%)",(+3.9 %),https://www.zillow.com/homedetails/11202-Amaranth-Ln-Austin-TX-78754/29419791_zpid/
,austin,78744,,,,,222990,"['""zestimate"":299028']","['""rentZestimate"":1798']","mon - mon: 12pm - 6pm, tue - sat: 10am - 6pm, sun - sun: 12pm - 6pm",[],,"-$4,180 (-1.4 %)",https://www.zillow.com/community/ridge-at-slaughter/2095637739_zpid/
,pflugerville,78660,,,,,231990,"['""zestimate"":239218']","['""rentZestimate"":1695']","mon - mon: 12pm - 6pm, tue - sat: 10am - 6pm, sun - sun: 12pm - 6pm",[],,"+$3,671 (+1.6 %)",https://www.zillow.com/community/fort-dessau/2087757379_zpid/
,austin,78747,5.0,3.0,2622,2010,310000,"['""zestimate"":299115']","['""rentZestimate"":1850']",single family,[],"2018 $4,361 -- $246,261 +10%","$306,383 (+2.4 %)",https://www.zillow.com/homedetails/8704-Panadero-Dr-Austin-TX-78747/89546182_zpid/
,pflugerville,78660,,,,,244990,"['""zestimate"":256205']","['""rentZestimate"":1845']","mon - mon: 12pm - 6pm, tue - sat: 10am - 6pm, sun - sun: 12pm - 6pm",[],,"+$1,908 (+0.8 %)",https://www.zillow.com/community/fort-dessau/2087757376_zpid/
,austin,78754,,,,,264990,"['""zestimate"":279932']","['""rentZestimate"":1710']","mon - mon: 12pm - 6pm, tue - sat: 10am - 6pm, sun - sun: 12pm - 6pm",[],,"+$1,922 (+0.7 %)",https://www.zillow.com/community/pioneer-hill/2092198569_zpid/
"2315 Rockridge Dr,", Austin,['78744'],4 bd,1 ba,"1,800 sqft",1973,"$219,990","$221,256","$1,545/mo",Single Family,HOA fees$0/mo,"2018$2,508--$148,452(+10%)",(+4.5 %),https://www.zillow.com/homedetails/2315-Rockridge-Dr-Austin-TX-78744/29503013_zpid/
,austin,78725,,,,,228990,"['""zestimate"":244477']","['""rentZestimate"":1550']","mon - mon: 12pm - 6pm, tue - sat: 10am - 6pm, sun - sun: 12pm - 6pm",[],,+$337 (+0.1 %),https://www.zillow.com/community/austins-colony/2089372013_zpid/
"117 Morning Primrose Ct,", Austin,['78748'],3 bd,2 ba,"1,914 sqft",2009,"$315,000","$300,614","$1,875/mo",Single Family,HOA fees$30/mo,"2018$5,283--$287,712(+7.3%)",(+2.8 %),https://www.zillow.com/homedetails/117-Morning-Primrose-Ct-Austin-TX-78748/80096082_zpid/
,austin,78745,,,,,255000,"['""zestimate"":247795']","['""rentZestimate"":1570']",m: 10:00 am-5:00 pm; tu: 10:00 am-5:00 pm; w: 10:00 am-5:00 pm; th: 10:00 am-5:00 pm; f: 10:00 am-5:00 pm; sa: 10:00 am-5:00 pm; su: 10:00 am-5:00 pm;,[],,-$522 (-0.2 %),https://www.zillow.com/homedetails/7805-Cooper-Ln-UNIT-504-Austin-TX-78745/251036614_zpid/
,austin,78748,,,,,321150,"['""zestimate"":325054']","['""rentZestimate"":1750']","mon - mon: 12pm - 6pm, tue - sat: 10am - 6pm, sun - sun: 12pm - 6pm",[],,"+$3,313 (+1.0 %)",https://www.zillow.com/homedetails/9212-Alex-Ln-Austin-TX-78748/251034374_zpid/
,austin,78754,,,,,289900,"['""zestimate"":301202']","['""rentZestimate"":2075']",tuesday-saturday: 10am-6pm sunday & monday: 12pm-6pm,"['HOA Fee"",""factValue"":""$35']",,"-$4,705 (-1.5 %)",https://www.zillow.com/homedetails/13005-Titanium-St-Austin-TX-78754/2087129180_zpid/
"10916 Short Springs Dr,", Austin,['78754'],3 bd,2 ba,"1,378 sqft",2008,"$300,000","$244,564","$1,596/mo",Single Family,HOA fees$38/mo,"2018$4,282--$205,242(+5.8%)",(+4.5 %),https://www.zillow.com/homedetails/10916-Short-Springs-Dr-Austin-TX-78754/80108670_zpid/
,austin,78725,,,,,202990,"['""zestimate"":199183']","['""rentZestimate"":1509']","mon - mon: 12pm - 6pm, tue - sat: 10am - 6pm, sun - sun: 12pm - 6pm",[],,"+$2,992 (+1.5 %)",https://www.zillow.com/community/austins-colony/2089372015_zpid/
,austin,78660,,,,,316267,"['""zestimate"":284464']","['""rentZestimate"":1795']",m: 10:00 am-6:30 pm; tu: 10:00 am-6:30 pm; w: 10:00 am-6:30 pm; th: 10:00 am-6:30 pm; f: 12:00 pm-7:00 pm; sa: 10:00 am-7:00 pm; su: 11:00 am-7:00 pm;,[],,Unavailable,https://www.zillow.com/homedetails/912-Screech-Owl-Austin-TX-78660/2087792064_zpid/
,austin,78725,,,,,237990,"['""zestimate"":223177']","['""rentZestimate"":1580']","monday - saturday 10:00am-6:00pm, sunday 12:00-6:00pm",[],,Unavailable,https://www.zillow.com/community/prado/2086127747_zpid/
"2104 Wilma Rudolph Rd,", Austin,['78748'],3 bd,3 ba,"1,439 sqft",2003,"$278,000","$282,570","$1,700/mo",Single Family,HOA fees$0/mo,"2018$4,558--$242,900(+4.1%)",(+5.3 %),https://www.zillow.com/homedetails/2104-Wilma-Rudolph-Rd-Austin-TX-78748/64458733_zpid/
"12125 Cimaizon Dr,", Austin,['78725'],4 bd,3 ba,"2,309 sqft",2019,"$289,705",,,Single Family,,,,https://www.zillow.com/homedetails/12125-Cimaizon-Dr-Austin-TX-78725/2086031214_zpid/
,austin,78728,,,,,269990,"['""zestimate"":268113']","['""rentZestimate"":1795']",mon 10-6 ; tue 10-6 ; wed 10-6 ; thu 10-6 ; fri 10-6 ; sat 10-6 ; sun 12-6,[],,"-$1,776 (-0.7 %)",https://www.zillow.com/community/wells-branch/2088583444_zpid/
,austin,78747,,,,2019,237900,"['""zestimate"":266497']","['""rentZestimate"":1695']",single family,[],,-$101 (-0.0 %),https://www.zillow.com/community/vistas-of-austin/2086630428_zpid/
,austin,78725,,,,,284590,"['""zestimate"":272342']",[],"monday - saturday 10:00am-6:00pm, sunday 12:00-6:00pm",[],,Unavailable,https://www.zillow.com/homedetails/2016-Rinker-Ranch-Dr-Austin-TX-78725/2086064653_zpid/
,austin,78748,3.0,2.0,1759,2010,284900,"['""zestimate"":285364']","['""rentZestimate"":1795']",single family,"['HOA Fee"",""factValue"":""$22']","2018 $2,995 -- $270,000 +5.2%","$294,496 (+3.2 %)",https://www.zillow.com/homedetails/11744-Channing-Dr-Austin-TX-78748/83819076_zpid/
,austin,78754,,,,,264900,"['""zestimate"":262610']","['""rentZestimate"":1800']",tuesday-saturday: 10am-6pm sunday & monday: 12pm-6pm,"['HOA Fee"",""factValue"":""$35']",,Unavailable,https://www.zillow.com/homedetails/13017-Titanium-St-Austin-TX-78754/2086526657_zpid/
,austin,78724,,,,,235990,"['""zestimate"":247268']","['""rentZestimate"":1575']","mon - mon: 12pm - 6pm, tue - sat: 10am - 6pm, sun - sun: 12pm - 6pm",[],,+$353 (+0.1 %),https://www.zillow.com/community/tiermo/2089293076_zpid/
,austin,78748,3.0,3.0,1590,2008,276950,"['""zestimate"":278754']","['""rentZestimate"":1700']",single family,"['HOA Fee"",""factValue"":""$15']","2018 $5,343 -- $238,791 -1.1%","$287,953 (+3.3 %)",https://www.zillow.com/homedetails/416-Celery-Loop-Austin-TX-78748/80088714_zpid/
,austin,78748,4.0,3.0,2658,2012,325000,"['""zestimate"":330810']","['""rentZestimate"":1949']",single family,"['HOA Fee"",""factValue"":""$22']","2018 $6,909 -- $373,704 +19.7%","$341,859 (+3.3 %)",https://www.zillow.com/homedetails/11736-Easy-St-Austin-TX-78748/83827555_zpid/
,austin,78754,,,,,263990,[],"['""rentZestimate"":1650']","mon - mon: 12pm - 6pm, tue - sat: 10am - 6pm, sun - sun: 12pm - 6pm",[],,Unavailable,https://www.zillow.com/homedetails/11112-Furrow-Hill-Dr-Austin-TX-78754/241935724_zpid/
,austin,78745,2.0,,1022,1968,315000,"['""zestimate"":322100']","['""rentZestimate"":1595']",single family,[],"2018 $6,054 -- $299,618 +9.6%","$335,081 (+4.0 %)",https://www.zillow.com/homedetails/4709-Mount-Vernon-Dr-Austin-TX-78745/29482657_zpid/
,austin,78660,,,,,266990,"['""zestimate"":246610']","['""rentZestimate"":1500']",m: 10:00 am-6:00 pm; tu: 10:00 am-6:00 pm; w: 10:00 am-6:00 pm; th: 10:00 am-6:00 pm; f: 1:00 pm-7:00 pm; sa: 10:00 am-6:00 pm; su: 12:00 pm-5:00 pm;,[],,"-$7,111 (-2.8 %)",https://www.zillow.com/community/park-at-wellspoint/2087134585_zpid/
,austin,78744,,,,,283154,"['""zestimate"":299219']","['""rentZestimate"":1750']",m: 10:00 am-6:30 pm; tu: 10:00 am-6:30 pm; w: 10:00 am-6:30 pm; th: 10:00 am-6:30 pm; f: 12:00 pm-7:00 pm; sa: 10:00 am-7:00 pm; su: 11:00 am-7:00 pm;,[],,"+$28,748 (+10.6 %)",https://www.zillow.com/homedetails/7609-Knockfin-Dr-Austin-TX-78744/2088318322_zpid/
,austin,78747,,,,,297990,[],[],monday - saturday 10 am - 6 pm sunday 12 pm - 6 pm,[],,Unavailable,https://www.zillow.com/homedetails/5801-Lehman-Way-Austin-TX-78747/2085927762_zpid/
,austin,78754,3.0,3.0,2442,2012,285000,"['""zestimate"":273311']","['""rentZestimate"":1800']",single family,"['HOA Fee"",""factValue"":""$40']","2018 $2,999 -- $267,783 +10%","$280,663 (+2.7 %)",https://www.zillow.com/homedetails/11216-Barns-Trl-Austin-TX-78754/111371723_zpid/
,austin,78724,,,,,259990,"['""zestimate"":295248']","['""rentZestimate"":1925']","mon - mon: 12pm - 6pm, tue - sat: 10am - 6pm, sun - sun: 12pm - 6pm",[],,"-$12,048 (-3.9 %)",https://www.zillow.com/community/tiermo/2089293079_zpid/
,austin,78721,3.0,,960,1960,292999,"['""zestimate"":282219']","['""rentZestimate"":1725']",single family,[],"2018 $2,141 -- $210,190 -1.5%","$292,153 (+3.5 %)",https://www.zillow.com/homedetails/4703-Oak-Cliff-Dr-Austin-TX-78721/29392713_zpid/
,austin,78724,,,,,204990,"['""zestimate"":216650']","['""rentZestimate"":1525']","mon - mon: 12pm - 6pm, tue - sat: 10am - 6pm, sun - sun: 12pm - 6pm",[],,"+$15,295 (+7.6 %)",https://www.zillow.com/community/tiermo/2089293082_zpid/
,pflugerville,78660,,,,,227990,"['""zestimate"":227460']","['""rentZestimate"":1695']","mon - mon: 12pm - 6pm, tue - sat: 10am - 6pm, sun - sun: 12pm - 6pm",[],,"-$1,619 (-0.7 %)",https://www.zillow.com/community/fort-dessau/2087757390_zpid/
,austin,78724,,,,,253990,"['""zestimate"":265508']","['""rentZestimate"":1750']","mon - mon: 12pm - 6pm, tue - sat: 10am - 6pm, sun - sun: 12pm - 6pm",[],,+$67 (+0.0 %),https://www.zillow.com/community/tiermo/2089293081_zpid/
,austin,78744,3.0,3.0,1572,2015,314900,"['""zestimate"":316383']","['""rentZestimate"":1795']",single family,"['HOA Fee"",""factValue"":""$50']","2018 $5,037 -- $249,867 +2.5%","-$5,624 (-1.7 %)",https://www.zillow.com/homedetails/7220-Cherry-Beam-Path-Austin-TX-78744/145656841_zpid/
,austin,78728,,,,,285990,"['""zestimate"":301813']","['""rentZestimate"":1995']",mon 10-6 ; tue 10-6 ; wed 10-6 ; thu 10-6 ; fri 10-6 ; sat 10-6 ; sun 12-6,[],,"+$15,528 (+5.4 %)",https://www.zillow.com/community/wells-branch/2088583445_zpid/
,austin,78747,,,,,292500,"['""zestimate"":288754']","['""rentZestimate"":1795']",mon-sat 10am-6pm; sun 12pm-6pm,[],,+$318 (+0.1 %),https://www.zillow.com/community/goodnight-ranch/2092685997_zpid/
,austin,78747,,,,,292990,"['""zestimate"":303676']","['""rentZestimate"":1845']",monday - saturday 10 am - 6 pm sunday 12 pm - 6 pm,[],,Unavailable,https://www.zillow.com/community/legends-way-onion-creek/2086127707_zpid/
,pflugerville,78660,,,,,209990,"['""zestimate"":214227']","['""rentZestimate"":1595']","mon - mon: 12pm - 6pm, tue - sat: 10am - 6pm, sun - sun: 12pm - 6pm",[],,"-$7,704 (-3.5 %)",https://www.zillow.com/community/fort-dessau/2087757382_zpid/
,austin,78754,,,,,286990,"['""zestimate"":282919']","['""rentZestimate"":1900']","mon - mon: 12pm - 6pm, tue - sat: 10am - 6pm, sun - sun: 12pm - 6pm",[],,"+$2,183 (+0.8 %)",https://www.zillow.com/community/pioneer-crossing-east/2092127855_zpid/
,austin,78747,,,,2019,221900,"['""zestimate"":264341']","['""rentZestimate"":1695']",single family,[],,+$597 (+0.2 %),https://www.zillow.com/community/vistas-of-austin/2086630425_zpid/
,austin,78725,3.0,3.0,1987,2019,266740,"['""zestimate"":240120']",[],single family,"['HOA Fee"",""factValue"":""$45']",,Unavailable,https://www.zillow.com/homedetails/12120-Cimaizon-Dr-Austin-TX-78725/2086031493_zpid/
,austin,78721,3.0,,1057,1999,279800,"['""zestimate"":328411']",[],single family,[],,Unavailable,https://www.zillow.com/homedetails/(undisclosed-Address)-Austin-TX-78721/2085947842_zpid/
,austin,78721,3.0,,960,1964,290999,"['""zestimate"":285016']","['""rentZestimate"":1705']",single family,[],"2018 $5,431 -- $274,688 +12%","$300,464 (+5.4 %)",https://www.zillow.com/homedetails/5609-Samuel-Huston-Ave-Austin-TX-78721/29391543_zpid/
,austin,78745,3.0,3.0,1775,1992,258000,"['""zestimate"":285055']","['""rentZestimate"":1850']",single family,[],"2018 $4,987 -- $279,359 +10%","$292,808 (+2.7 %)",https://www.zillow.com/homedetails/8645-Piney-Creek-Bnd-Austin-TX-78745/29501490_zpid/
,austin,78744,,,,,300990,"['""zestimate"":320947']","['""rentZestimate"":2075']","mon - mon: 12pm - 6pm, tue - sat: 10am - 6pm, sun - sun: 12pm - 6pm",[],,"+$8,753 (+2.8 %)",https://www.zillow.com/community/reserve-at-mckinney-falls/2094927210_zpid/
,austin,78754,,,,,263990,"['""zestimate"":256878']","['""rentZestimate"":1750']","mon - mon: 12pm - 6pm, tue - sat: 10am - 6pm, sun - sun: 12pm - 6pm",[],,"+$1,403 (+0.5 %)",https://www.zillow.com/community/pioneer-crossing-east/2092127861_zpid/
,austin,78724,,,,,219990,"['""zestimate"":222377']","['""rentZestimate"":1585']","mon - mon: 12pm - 6pm, tue - sat: 10am - 6pm, sun - sun: 12pm - 6pm",[],,"-$1,805 (-0.8 %)",https://www.zillow.com/community/tiermo/2087249394_zpid/
,austin,78754,,,,,271990,"['""zestimate"":272045']","['""rentZestimate"":1795']","mon - mon: 12pm - 6pm, tue - sat: 10am - 6pm, sun - sun: 12pm - 6pm",[],,"+$1,043 (+0.4 %)",https://www.zillow.com/community/pioneer-hill/2092198570_zpid/
,pflugerville,78660,,,,,276990,"['""zestimate"":288573']","['""rentZestimate"":1900']","mon - mon: 12pm - 6pm, tue - sat: 10am - 6pm, sun - sun: 12pm - 6pm",[],,"+$6,101 (+2.2 %)",https://www.zillow.com/community/fort-dessau/2087757391_zpid/
,pflugerville,78660,,,,,294995,"['""zestimate"":313906']","['""rentZestimate"":1982']",m: 10:00 am-6:30 pm; tu: 10:00 am-6:30 pm; w: 10:00 am-6:30 pm; th: 10:00 am-6:30 pm; f: 12:00 pm-7:00 pm; sa: 10:00 am-7:00 pm; su: 11:00 am-7:00 pm;,[],,"-$1,436 (-0.5 %)",https://www.zillow.com/community/landings-at-wells-branch/2092893901_zpid/
,austin,78721,2.0,,1298,1967,300000,"['""zestimate"":292020']","['""rentZestimate"":1750']",single family,[],"2018 $4,145 -- $221,632 +10%","$303,175 (+3.8 %)",https://www.zillow.com/homedetails/1222-Delano-St-Austin-TX-78721/29388137_zpid/
,austin,78725,,,,,253990,"['""zestimate"":242954']","['""rentZestimate"":1620']","monday - saturday 10:00am-6:00pm, sunday 12:00-6:00pm",[],,Unavailable,https://www.zillow.com/community/prado/2086127756_zpid/
,austin,78744,3.0,2.0,1778,2016,279800,"['""zestimate"":306752']","['""rentZestimate"":1750']",single family,"['HOA Fee"",""factValue"":""$40']","2018 $5,690 -- $285,564 +12.3%","+$1,424 (+0.5 %)",https://www.zillow.com/homedetails/5101-Bonneville-Bnd-Austin-TX-78744/241932928_zpid/
,austin,78748,,,,,299990,"['""zestimate"":294439']","['""rentZestimate"":1750']","mon - mon: 12pm - 6pm, tue - sat: 10am - 6pm, sun - sun: 12pm - 6pm",[],,Unavailable,https://www.zillow.com/homedetails/9308-Alex-Ln-Austin-TX-78748/251035667_zpid/
,pflugerville,78660,,,,,207990,"['""zestimate"":196343']","['""rentZestimate"":1500']","mon - mon: 12pm - 6pm, tue - sat: 10am - 6pm, sun - sun: 12pm - 6pm",[],,"-$14,279 (-6.8 %)",https://www.zillow.com/community/fort-dessau/2087757381_zpid/
,austin,78744,,,,,270990,"['""zestimate"":257008']","['""rentZestimate"":1750']","mon - mon: 12pm - 6pm, tue - sat: 10am - 6pm, sun - sun: 12pm - 6pm",[],,"+$2,735 (+1.1 %)",https://www.zillow.com/community/reserve-at-mckinney-falls/2094927200_zpid/
,austin,78748,,,,,320990,"['""zestimate"":341397']","['""rentZestimate"":1995']","mon - mon: 12pm - 6pm, tue - sat: 10am - 6pm, sun - sun: 12pm - 6pm",[],,Unavailable,https://www.zillow.com/community/southpark-meadows/2086248717_zpid/
,austin,78754,,,,,294990,"['""zestimate"":286444']","['""rentZestimate"":1975']","mon - mon: 12pm - 6pm, tue - sat: 10am - 6pm, sun - sun: 12pm - 6pm",[],,"-$5,540 (-1.9 %)",https://www.zillow.com/community/pioneer-hill/2092198568_zpid/
,pflugerville,78660,,,,,248990,"['""zestimate"":262471']","['""rentZestimate"":1800']","mon - mon: 12pm - 6pm, tue - sat: 10am - 6pm, sun - sun: 12pm - 6pm",[],,"+$3,114 (+1.2 %)",https://www.zillow.com/community/fort-dessau/2087757394_zpid/
,austin,78724,,,,,226990,"['""zestimate"":238712']","['""rentZestimate"":1550']","mon - mon: 12pm - 6pm, tue - sat: 10am - 6pm, sun - sun: 12pm - 6pm",[],,+$619 (+0.3 %),https://www.zillow.com/community/tiermo/2087249393_zpid/
,del valle,78617,,,,,269040,"['""zestimate"":250672']","['""rentZestimate"":1850']",mon 10-6 ; tue 10-6 ; wed 10-6 ; thu 10-6 ; fri 10-6 ; sat 10-6 ; sun 12-6,[],,"-$2,438 (-1.0 %)",https://www.zillow.com/homedetails/7201-Dungarees-Way-Del-Valle-TX-78617/251034765_zpid/
,pflugerville,78660,,,,,264990,"['""zestimate"":247036']",[],"mon - mon: 12pm - 6pm, tue - sat: 10am - 6pm, sun - sun: 12pm - 6pm",[],,Unavailable,https://www.zillow.com/community/fort-dessau/2086087000_zpid/
,pflugerville,78660,,,,,206990,"['""zestimate"":196063']","['""rentZestimate"":1500']","mon - mon: 12pm - 6pm, tue - sat: 10am - 6pm, sun - sun: 12pm - 6pm",[],,"-$12,463 (-6.0 %)",https://www.zillow.com/community/fort-dessau/2087757375_zpid/
,austin,78748,,,,,318995,"['""zestimate"":340651']","['""rentZestimate"":2100']",m: 10:00 am-6:30 pm; tu: 10:00 am-6:30 pm; w: 10:00 am-6:30 pm; th: 10:00 am-6:30 pm; f: 12:00 pm-7:00 pm; sa: 10:00 am-7:00 pm; su: 11:00 am-7:00 pm;,[],,"-$4,420 (-1.3 %)",https://www.zillow.com/community/brentwood-villas/2087799263_zpid/
,pflugerville,78660,,,,,267990,"['""zestimate"":270102']","['""rentZestimate"":1909']","mon - mon: 12pm - 6pm, tue - sat: 10am - 6pm, sun - sun: 12pm - 6pm",[],,"-$1,460 (-0.5 %)",https://www.zillow.com/community/fort-dessau/2087757384_zpid/
,austin,78747,,,,2019,257990,"['""zestimate"":270605']","['""rentZestimate"":1750']",single family,[],,Unavailable,https://www.zillow.com/community/vistas-of-austin/2086404884_zpid/
