address,city,zip,beds,baths,sqft,year,saleprice,zestimate,rent,type,hoa,tax,apprec,url
,austin,78745,3.0,,922,1983,269900,"['""zestimate"":263763']","['""rentZestimate"":1433']",single family,[],"2018 $4,816 -- $239,187 +10%","$272,836 (+3.4 %)",https://www.zillow.com/homedetails/3407-Dunliegh-Dr-Austin-TX-78745/29498743_zpid/
,austin,78728,3.0,2.0,1677,1994,314990,"['""zestimate"":292805']","['""rentZestimate"":1725']",single family,[],"2018 $5,067 -- $261,955 +6.3%","$302,673 (+3.4 %)",https://www.zillow.com/homedetails/14761-Montoro-Dr-Austin-TX-78728/29450955_zpid/
,austin,78724,3.0,2.0,1510,2014,224900,"['""zestimate"":227881']","['""rentZestimate"":1600']",single family,"['HOA Fee"",""factValue"":""$32']","2018 $5,150 -- $221,276 +9%","$238,044 (+4.5 %)",https://www.zillow.com/homedetails/5713-Knoll-Pines-Pass-Austin-TX-78724/111371004_zpid/
,austin,78744,4.0,2.0,1500,1980,219500,"['""zestimate"":227552']","['""rentZestimate"":1600']",single family,[],"2018 $3,941 -- $191,890 +7.8%","$237,655 (+4.4 %)",https://www.zillow.com/homedetails/4704-Candletree-Ln-Austin-TX-78744/29467578_zpid/
,austin,78748,3.0,3.0,1291,1989,249500,"['""zestimate"":244576']","['""rentZestimate"":1550']",single family,[],"2018 $1,929 -- $201,268 +10%","$252,549 (+3.3 %)",https://www.zillow.com/homedetails/709-Maltese-Cross-Dr-Austin-TX-78748/29514102_zpid/
,austin,78747,4.0,3.0,2975,2007,279000,"['""zestimate"":293987']","['""rentZestimate"":1790']",single family,"['HOA Fee"",""factValue"":""$20']","2018 $3,862 -- $219,925 +10%","$301,101 (+2.4 %)",https://www.zillow.com/homedetails/6201-Ringsby-Rd-Austin-TX-78747/70342124_zpid/
,austin,78745,2.0,,720,1971,249500,"['""zestimate"":248646']","['""rentZestimate"":1175']",condo,"['HOA Fee"",""factValue"":""$100']",,"-$16,819 (-6.3 %)",https://www.zillow.com/homedetails/4901-Richmond-Ave-B-Austin-TX-78745/2087069350_zpid/
,austin,78751,2.0,2.0,819,2015,299900,"['""zestimate"":301133']","['""rentZestimate"":1500']",condo,[],"2018 -- -- $329,273 --","-$46,031 (-13.3 %)",https://www.zillow.com/homedetails/5511-Avenue-F-B-Austin-TX-78751/251035153_zpid/
,austin,78748,3.0,3.0,2233,2002,279900,"['""zestimate"":288739']","['""rentZestimate"":1850']",single family,"['HOA Fee"",""factValue"":""$29']","2018 $5,603 -- $275,860 +9%","$302,454 (+4.7 %)",https://www.zillow.com/homedetails/11321-Blairview-Ln-Austin-TX-78748/60138962_zpid/
,austin,78758,2.0,,1053,1983,234000,"['""zestimate"":242320']","['""rentZestimate"":1450']",single family,[],"2018 $4,499 -- $213,783 +21.7%","$252,643 (+4.3 %)",https://www.zillow.com/homedetails/1829-Heatherglen-Ln-Austin-TX-78758/29435836_zpid/
,austin,78725,3.0,2.0,1296,2014,209000,"['""zestimate"":193633']","['""rentZestimate"":1550']",single family,"['HOA Fee"",""factValue"":""$20']","2018 $3,236 -- $164,404 +8.6%","$201,591 (+4.1 %)",https://www.zillow.com/homedetails/2104-Elara-Dr-Austin-TX-78725/89547801_zpid/
,austin,78724,3.0,2.0,1187,1982,240000,"['""zestimate"":285046']","['""rentZestimate"":1595']",single family,[],"2018 $4,707 -- $240,257 -0.1%","$297,189 (+4.3 %)",https://www.zillow.com/homedetails/7601-Crystalbrook-Cv-Austin-TX-78724/29410284_zpid/
,austin,78748,4.0,2.0,1506,2009,270000,"['""zestimate"":280081']","['""rentZestimate"":1635']",single family,"['HOA Fee"",""factValue"":""$22']","2018 $4,348 -- $245,601 +10%","$288,567 (+3.0 %)",https://www.zillow.com/homedetails/11724-Channing-Dr-Austin-TX-78748/83833267_zpid/
,austin,78744,3.0,2.0,1254,1997,249900,"['""zestimate"":212326']","['""rentZestimate"":1550']",single family,[],"2018 $4,103 -- $222,558 +20.1%","$221,350 (+4.3 %)",https://www.zillow.com/homedetails/5224-Walnut-Grove-Ct-Austin-TX-78744/29467951_zpid/
,austin,78725,3.0,2.0,1480,2016,223000,"['""zestimate"":223981']","['""rentZestimate"":1600']",single family,"['HOA Fee"",""factValue"":""$25']","2018 $3,684 -- $218,420 +10%",-$657 (-0.3 %),https://www.zillow.com/homedetails/15013-Roody-Ln-Austin-TX-78725/241932874_zpid/
,austin,78754,3.0,2.0,1670,2014,235000,"['""zestimate"":236160']","['""rentZestimate"":1674']",single family,"['HOA Fee"",""factValue"":""$33']","2018 $4,771 -- $235,661 +10%","+$2,339 (+1.0 %)",https://www.zillow.com/homedetails/6604-Adair-Dr-Austin-TX-78754/124839171_zpid/
,austin,78745,3.0,2.0,1224,1971,299500,"['""zestimate"":315910']","['""rentZestimate"":1675']",single family,[],"2018 $5,326 -- $257,780 +7.2%","$328,388 (+3.9 %)",https://www.zillow.com/homedetails/7205-Southwind-Dr-Austin-TX-78745/29493679_zpid/
,austin,78748,3.0,2.0,2045,1999,299900,"['""zestimate"":299921']","['""rentZestimate"":1850']",single family,"['HOA Fee"",""factValue"":""$23']","2018 $3,484 -- $263,885 +10%","$309,129 (+3.1 %)",https://www.zillow.com/homedetails/2009-Ravenscroft-Dr-Austin-TX-78748/29514225_zpid/
,austin,78723,4.0,3.0,1450,2003,299000,"['""zestimate"":309130']","['""rentZestimate"":1795']",single family,[],,"-$22,253 (-6.7 %)",https://www.zillow.com/homedetails/7405-Langston-Dr-1-Austin-TX-78723/2087592632_zpid/
,austin,78725,,,,,192990,"['""zestimate"":194974']","['""rentZestimate"":1500']","mon - mon: 12pm - 6pm, tue - sat: 10am - 6pm, sun - sun: 12pm - 6pm",[],,Unavailable,https://www.zillow.com/community/austins-colony/2092198369_zpid/
,austin,78749,3.0,2.0,1511,1999,325000,"['""zestimate"":330457']","['""rentZestimate"":1800']",single family,"['HOA Fee"",""factValue"":""$40']","2018 $5,264 -- $293,979 +10%","$342,188 (+3.5 %)",https://www.zillow.com/homedetails/4309-Companeros-Way-Austin-TX-78749/29501628_zpid/
,del valle,78617,4.0,2.0,1586,2008,196000,"['""zestimate"":196982']","['""rentZestimate"":1515']",single family,"['HOA Fee"",""factValue"":""$28']","2018 $2,580 -- $182,879 +7.3%","$204,704 (+3.9 %)",https://www.zillow.com/homedetails/12313-Sky-Harbor-Dr-Del-Valle-TX-78617/80102437_zpid/
,austin,78744,4.0,4.0,1046,1983,219500,"['""zestimate"":245062']","['""rentZestimate"":1550']",single family,[],"2018 $1,684 -- $104,910 +10%","$256,408 (+4.6 %)",https://www.zillow.com/homedetails/4704-Quicksilver-Blvd-Austin-TX-78744/29508675_zpid/
,austin,78725,3.0,3.0,1875,2002,206900,"['""zestimate"":211580']","['""rentZestimate"":1450']",single family,"['HOA Fee"",""factValue"":""$30']","2018 $2,199 -- $138,406 +10%","$222,434 (+5.1 %)",https://www.zillow.com/homedetails/4009-Reeders-Dr-Austin-TX-78725/60138154_zpid/
,austin,78745,,,,,249000,"['""zestimate"":283175']","['""rentZestimate"":1672']",m: 10:00 am-5:00 pm; tu: 10:00 am-5:00 pm; w: 10:00 am-5:00 pm; th: 10:00 am-5:00 pm; f: 10:00 am-5:00 pm; sa: 10:00 am-5:00 pm; su: 10:00 am-5:00 pm;,[],,"+$8,944 (+3.3 %)",https://www.zillow.com/community/cooper-villas/2093097701_zpid/
,austin,78741,4.0,2.0,1966,1965,320000,"['""zestimate"":410335']","['""rentZestimate"":2050']",single family,[],"2018 $5,761 -- $300,074 +3.1%","$423,753 (+3.3 %)",https://www.zillow.com/homedetails/2409-Audubon-Pl-Austin-TX-78741/29462874_zpid/
,austin,78721,3.0,,748,1963,199900,"['""zestimate"":236966']","['""rentZestimate"":1600']",single family,[],"2018 $2,474 -- $146,640 +10%","$241,800 (+2.0 %)",https://www.zillow.com/homedetails/1146-Richardine-Ave-Austin-TX-78721/29387980_zpid/
,austin,78745,3.0,2.0,1680,1971,269000,"['""zestimate"":306332']","['""rentZestimate"":1542']",single family,[],"2018 $1,871 -- $197,849 +10%","$318,126 (+3.9 %)",https://www.zillow.com/homedetails/1508-Damon-Rd-Austin-TX-78745/29500932_zpid/
,austin,78702,3.0,,1196,1970,290000,"['""zestimate"":370737']","['""rentZestimate"":2100']",single family,[],"2018 $7,214 -- $346,601 +6.4%","$383,898 (+3.5 %)",https://www.zillow.com/homedetails/405-N-Pleasant-Valley-Rd-Austin-TX-78702/29383427_zpid/
,austin,78748,4.0,3.0,1819,1987,289000,"['""zestimate"":294428']","['""rentZestimate"":1695']",single family,[],"2018 $5,527 -- $268,532 +7.6%","$307,324 (+4.4 %)",https://www.zillow.com/homedetails/810-Sweetwater-River-Dr-Austin-TX-78748/29512902_zpid/
,austin,78744,2.0,2.0,991,1996,185000,"['""zestimate"":196229']","['""rentZestimate"":1400']",single family,[],"2018 $3,210 -- $163,738 +12.9%","$205,099 (+4.5 %)",https://www.zillow.com/homedetails/2501-Blue-Meadow-Dr-Austin-TX-78744/29508337_zpid/
,austin,78752,4.0,2.0,1561,1970,325000,"['""zestimate"":324427']","['""rentZestimate"":1810']",single family,[],"2018 $4,135 -- $248,375 +10%","$336,204 (+3.6 %)",https://www.zillow.com/homedetails/7504-Sevilla-Dr-Austin-TX-78752/29413802_zpid/
,austin,78758,3.0,3.0,1658,1963,315000,"['""zestimate"":305656']","['""rentZestimate"":1513']",single family,[],"2018 $757 -- $148,024 +10%","$317,118 (+3.7 %)",https://www.zillow.com/homedetails/10605-Newmont-Rd-Austin-TX-78758/29432544_zpid/
,austin,78748,4.0,3.0,1850,1982,289000,"['""zestimate"":295500']","['""rentZestimate"":1800']",single family,[],"2018 $5,575 -- $273,713 +8.7%","$304,365 (+3.0 %)",https://www.zillow.com/homedetails/1303-Cattle-Trl-Austin-TX-78748/29506220_zpid/
,austin,78754,3.0,2.0,1466,2010,220000,"['""zestimate"":219422']","['""rentZestimate"":1509']",single family,"['HOA Fee"",""factValue"":""$40']","2018 $1,798 -- $194,331 +9.9%","$229,208 (+4.5 %)",https://www.zillow.com/homedetails/5608-Adair-Dr-Austin-TX-78754/94642885_zpid/
,austin,78748,3.0,2.0,1850,1983,310000,"['""zestimate"":312162']","['""rentZestimate"":1750']",single family,[],"2018 $5,864 -- $265,000 +15.5%","$323,712 (+3.7 %)",https://www.zillow.com/homedetails/2214-Bordley-Dr-Austin-TX-78748/29506727_zpid/
,austin,78745,3.0,2.0,1095,1980,259000,"['""zestimate"":267719']","['""rentZestimate"":1500']",single family,[],"2018 $3,618 -- $207,066 +10%","$276,795 (+3.4 %)",https://www.zillow.com/homedetails/7705-Cloudberry-Cir-Austin-TX-78745/29503567_zpid/
,austin,78727,,,,,299990,"['""zestimate"":292686']","['""rentZestimate"":1775']",m: 10:00 am-6:00 pm; tu: 8:00 am-6:00 pm; w: 8:00 am-6:00 pm; th: 8:00 am-6:00 pm; f: 8:00 am-6:00 pm; sa: 8:00 am-6:00 pm; su: 8:00 am-5:00 pm;,[],,"-$2,399 (-0.8 %)",https://www.zillow.com/homedetails/13501-Metric-Blvd-UNIT-28-Austin-TX-78727/241936842_zpid/
,round rock,78681,3.0,3.0,1710,2019,289900,"['""zestimate"":262671']","['""rentZestimate"":1817']",townhouse,"['HOA Fee"",""factValue"":""$70']","2018 -- -- $223,671 +6.8%","-$48,114 (-15.5 %)",https://www.zillow.com/homedetails/16701-S-Great-Oaks-Dr-Round-Rock-TX-78681/243332452_zpid/
,austin,78745,3.0,2.0,1063,1974,269990,"['""zestimate"":270314']","['""rentZestimate"":1573']",single family,[],"2018 $2,404 -- $252,170 +23.4%","$280,451 (+3.8 %)",https://www.zillow.com/homedetails/6800-Windrift-Way-Austin-TX-78745/29497576_zpid/
,austin,78754,4.0,3.0,2986,2002,284900,"['""zestimate"":284456']","['""rentZestimate"":1815']",single family,"['HOA Fee"",""factValue"":""$40']","2018 $5,352 -- $262,198 +10%","$293,473 (+3.2 %)",https://www.zillow.com/homedetails/6112-Speyside-Dr-Austin-TX-78754/59792502_zpid/
,austin,78744,,,,,271990,"['""zestimate"":255677']","['""rentZestimate"":1700']","mon - mon: 12pm - 6pm, tue - sat: 10am - 6pm, sun - sun: 12pm - 6pm",[],,Unavailable,https://www.zillow.com/homedetails/7005-Ranchito-Dr-Austin-TX-78744/2086389642_zpid/
,austin,78745,3.0,2.0,1291,1973,279990,"['""zestimate"":295660']","['""rentZestimate"":1695']",single family,[],"2018 $4,626 -- $246,827 +11.9%","$305,092 (+3.2 %)",https://www.zillow.com/homedetails/7404-Lunar-Dr-Austin-TX-78745/29501313_zpid/
,austin,78728,3.0,3.0,1910,2015,301990,"['""zestimate"":289958']","['""rentZestimate"":1750']",single family,"['HOA Fee"",""factValue"":""$38']","2018 $4,996 -- $299,102 +5.9%","-$2,642 (-0.9 %)",https://www.zillow.com/homedetails/3709-Tranquil-Ln-Austin-TX-78728/145657367_zpid/
,austin,78728,4.0,2.0,2085,1994,294900,"['""zestimate"":304191']","['""rentZestimate"":1950']",single family,"['HOA Fee"",""factValue"":""$20']","2018 $6,105 -- $307,085 +10%","$312,222 (+2.6 %)",https://www.zillow.com/homedetails/14919-Bescott-Dr-Austin-TX-78728/29449761_zpid/
,austin,78753,3.0,2.0,1309,1986,245000,"['""zestimate"":223683']","['""rentZestimate"":1535']",single family,[],"2018 $2,860 -- $147,030 +10%","$232,720 (+4.0 %)",https://www.zillow.com/homedetails/12323-Little-Emily-Way-Austin-TX-78753/29436885_zpid/
,austin,78748,,,,,311995,"['""zestimate"":326358']","['""rentZestimate"":2099']",m: 10:00 am-6:30 pm; tu: 10:00 am-6:30 pm; w: 10:00 am-6:30 pm; th: 10:00 am-6:30 pm; f: 12:00 pm-7:00 pm; sa: 10:00 am-7:00 pm; su: 11:00 am-7:00 pm;,[],,"-$2,177 (-0.7 %)",https://www.zillow.com/community/brentwood-villas/2087799276_zpid/
,austin,78724,3.0,2.0,1353,1983,275000,"['""zestimate"":239136']","['""rentZestimate"":1550']",single family,[],"2018 $2,686 -- $130,204 +23%","$249,180 (+4.2 %)",https://www.zillow.com/homedetails/6409-Moonglow-Dr-Austin-TX-78724/29398825_zpid/
,austin,78752,3.0,2.0,1131,2000,280000,"['""zestimate"":278479']","['""rentZestimate"":1642']",single family,[],"2018 $3,327 -- $191,668 +10%","$285,302 (+2.5 %)",https://www.zillow.com/homedetails/6901-Blessing-Ave-Austin-TX-78752/29412711_zpid/
,austin,78748,2.0,,1248,1967,274999,"['""zestimate"":280515']","['""rentZestimate"":1640']",single family,[],"2018 $4,831 -- $269,274 +23.4%","$288,566 (+2.9 %)",https://www.zillow.com/homedetails/10302-Old-Manchaca-Rd-Austin-TX-78748/29511350_zpid/
,austin,78752,2.0,3.0,1100,2019,315000,"['""zestimate"":319696']","['""rentZestimate"":1550']",condo,[],,Unavailable,https://www.zillow.com/homedetails/7403-Bethune-Ave-B-Austin-TX-78752/2086198797_zpid/
,austin,78729,3.0,2.0,2036,1985,325000,"['""zestimate"":307573']","['""rentZestimate"":1750']",single family,[],"2018 $4,202 -- $229,299 +10%","$317,938 (+3.4 %)",https://www.zillow.com/homedetails/13008-Amarillo-Ave-Austin-TX-78729/29375611_zpid/
,austin,78744,3.0,2.0,1249,1978,265000,"['""zestimate"":240973']","['""rentZestimate"":1550']",single family,[],"2018 $2,003 -- $121,759 +10%","$249,793 (+3.7 %)",https://www.zillow.com/homedetails/5103-Galen-Ct-Austin-TX-78744/29467815_zpid/
,austin,78744,4.0,2.0,1623,1984,230000,"['""zestimate"":240037']","['""rentZestimate"":1600']",single family,[],"2018 $3,597 -- $176,938 +10%","$250,623 (+4.4 %)",https://www.zillow.com/homedetails/4805-Spring-Meadow-Cv-Austin-TX-78744/29467309_zpid/
,austin,78725,3.0,2.0,1522,2018,214900,"['""zestimate"":210745']","['""rentZestimate"":1500']",single family,"['HOA Fee"",""factValue"":""$25']",,Unavailable,https://www.zillow.com/homedetails/14913-Hartsmith-Dr-Austin-TX-78725/2086398932_zpid/
,austin,78744,3.0,,1062,1976,200000,"['""zestimate"":193104']","['""rentZestimate"":1450']",single family,[],"2018 $2,094 -- $126,567 +10%","$202,180 (+4.7 %)",https://www.zillow.com/homedetails/2420-Lakehurst-Dr-Austin-TX-78744/29503092_zpid/
,austin,78744,3.0,2.0,1533,1969,278900,"['""zestimate"":269236']","['""rentZestimate"":1600']",single family,[],"2018 $2,192 -- $146,479 +10%","$280,113 (+4.0 %)",https://www.zillow.com/homedetails/2502-Perkins-Dr-Austin-TX-78744/29512092_zpid/
,austin,78757,3.0,2.0,1096,1965,319950,"['""zestimate"":321757']","['""rentZestimate"":1695']",single family,[],"2018 $6,387 -- $301,343 +4.5%","$330,863 (+2.8 %)",https://www.zillow.com/homedetails/1913-Ohlen-Rd-Austin-TX-78757/29426418_zpid/
,austin,78748,3.0,3.0,1393,1993,279000,"['""zestimate"":281786']","['""rentZestimate"":1650']",single family,[],"2018 $3,777 -- $215,450 +10%","$290,831 (+3.2 %)",https://www.zillow.com/homedetails/10588-Billbrook-Pl-Austin-TX-78748/29512810_zpid/
,austin,78741,4.0,2.0,1352,1968,325000,"['""zestimate"":339403']","['""rentZestimate"":1775']",single family,[],"2018 $708 -- $200,716 +10%","$353,420 (+4.1 %)",https://www.zillow.com/homedetails/2501-Candlewood-Ct-Austin-TX-78741/29462892_zpid/
,austin,78725,3.0,2.0,1373,2019,242305,"['""zestimate"":215350']",[],single family,"['HOA Fee"",""factValue"":""$45']",,Unavailable,https://www.zillow.com/homedetails/12121-Cimaizon-Dr-Austin-TX-78725/2086031097_zpid/
,austin,78724,3.0,2.0,1320,1980,226500,"['""zestimate"":222154']","['""rentZestimate"":1460']",single family,"['HOA Fee"",""factValue"":""$18']","2018 $3,845 -- $159,077 +5%","$232,195 (+4.5 %)",https://www.zillow.com/homedetails/5721-Alsace-Trl-Austin-TX-78724/29396905_zpid/
,austin,78744,3.0,3.0,1705,2016,270000,"['""zestimate"":273333']",[],single family,"['HOA Fee"",""factValue"":""$43']",,Unavailable,https://www.zillow.com/homedetails/(undisclosed-Address)-Austin-TX-78744/2086002896_zpid/
,austin,78723,3.0,2.0,1090,1960,280000,"['""zestimate"":285850']","['""rentZestimate"":1750']",single family,[],"2018 $5,535 -- $272,943 +33.7%","$297,799 (+4.2 %)",https://www.zillow.com/homedetails/4808-Blueberry-Trl-Austin-TX-78723/29397766_zpid/
,austin,78724,3.0,3.0,1395,2006,274000,"['""zestimate"":261586']","['""rentZestimate"":1675']",single family,"['HOA Fee"",""factValue"":""$18']","2018 $4,681 -- $260,599 +41.2%","$275,790 (+5.4 %)",https://www.zillow.com/homedetails/5616-Toscana-Ave-Austin-TX-78724/64812633_zpid/
,austin,78725,3.0,3.0,1300,2008,186500,"['""zestimate"":187651']","['""rentZestimate"":1475']",single family,"['HOA Fee"",""factValue"":""$30']","2018 $3,255 -- $165,152 +8.5%","$198,760 (+5.9 %)",https://www.zillow.com/homedetails/4505-Secure-Ln-Austin-TX-78725/83816340_zpid/
,austin,78745,3.0,2.0,1583,1978,310000,"['""zestimate"":318125']","['""rentZestimate"":1800']",single family,[],"2018 $6,559 -- $317,219 +7.1%","$328,337 (+3.2 %)",https://www.zillow.com/homedetails/2301-Shiloh-Dr-Austin-TX-78745/29501061_zpid/
,pflugerville,78660,,,,,196990,"['""zestimate"":186782']","['""rentZestimate"":1504']","mon - mon: 12pm - 6pm, tue - sat: 10am - 6pm, sun - sun: 12pm - 6pm",[],,"-$6,602 (-3.4 %)",https://www.zillow.com/community/fort-dessau/2087757377_zpid/
,austin,78721,3.0,,960,1963,230000,"['""zestimate"":244245']","['""rentZestimate"":1650']",single family,[],"2018 $5,414 -- $246,501 +0.8%","$253,111 (+3.6 %)",https://www.zillow.com/homedetails/1602-Webberville-Rd-Austin-TX-78721/29392785_zpid/
,austin,78725,3.0,2.0,1110,2014,180000,[],[],single family,"['HOA Fee"",""factValue"":""$30']",,Unavailable,https://www.zillow.com/homedetails/4627-Kind-Way-274-Austin-TX-78725/2085919055_zpid/
,del valle,78617,4.0,2.0,1691,2018,279900,"['""zestimate"":271389']","['""rentZestimate"":1495']",single family,[],"2017 $214 -- $10,093 +57.9%","-$7,181 (-2.6 %)",https://www.zillow.com/homedetails/139-Mazatlan-Dr-Del-Valle-TX-78617/246905575_zpid/
,austin,78752,2.0,1.5,920,2006,219867,"['""zestimate"":226455']","['""rentZestimate"":1245']",condo,[],,-$362 (-0.2 %),https://www.zillow.com/homedetails/7214-Bethune-Ave-APT-B-Austin-TX-78752/2112727908_zpid/
,austin,78747,4.0,3.0,1872,2010,275000,"['""zestimate"":260595']","['""rentZestimate"":1769']",single family,"['HOA Fee"",""factValue"":""$16']","2018 $4,904 -- $222,439 +0.4%","$272,087 (+4.4 %)",https://www.zillow.com/homedetails/7908-Tee-Dr-Austin-TX-78747/89547666_zpid/
,del valle,78617,4.0,2.0,1752,2009,212000,"['""zestimate"":215938']","['""rentZestimate"":1495']",single family,"['HOA Fee"",""factValue"":""$28']",,"$223,280 (+3.4 %)",https://www.zillow.com/homedetails/6004-Arnhem-Del-Valle-TX-78617/70341946_zpid/
"9705 Dalewood Dr,", Austin,['78729'],4 bd,2 ba,"1,818 sqft",1998,"$269,995","$268,186","$1,600/mo",Single Family,HOA fees$0/mo,"2018$3,929--$237,141(+10%)",(+2.2 %),https://www.zillow.com/homedetails/9705-Dalewood-Dr-Austin-TX-78729/29578375_zpid/
"8917 Sun Shower Bnd,", Austin,['78724'],3 bd,2 ba,"1,526 sqft",2006,"$235,000","$229,310","$1,650/mo",Single Family,HOA fees$37/mo,"2018$4,200--$208,307(+9.3%)",(+2.2 %),https://www.zillow.com/homedetails/8917-Sun-Shower-Bnd-Austin-TX-78724/80093467_zpid/
"12708 Blaine Rd,", Austin,['78753'],3 bd,2 ba,"1,682 sqft",1998,"$245,999","$245,024","$1,650/mo",Single Family,HOA fees$35/mo,"2018$4,389--$220,000(+11.9%)",(+3.8 %),https://www.zillow.com/homedetails/12708-Blaine-Rd-Austin-TX-78753/29437841_zpid/
"5621 Signal Pt,", Austin,['78724'],3 bd,2 ba,"1,100 sqft",2003,"$210,000","$214,013","$1,380/mo",Single Family,HOA fees$0/mo,"2018$1,903--$104,532(+10%)",(+4.5 %),https://www.zillow.com/homedetails/5621-Signal-Pt-Austin-TX-78724/29397002_zpid/
"15108 Guffey Dr,", Austin,['78725'],3 bd,2 ba,"1,670 sqft",2016,"$221,000","$230,950","$1,595/mo",Single Family,HOA fees$25/mo,"2018$5,034--$248,028(+5.3%)",(+0.4 %),https://www.zillow.com/homedetails/15108-Guffey-Dr-Austin-TX-78725/241932847_zpid/
"6201 Carnation Ter,", Austin,['78741'],3 bd,1 ba,890 sqft,1969,"$299,000","$274,418","$1,550/mo",Single Family,HOA fees$0/mo,"2018$2,049--$113,188(+10%)",(+4.6 %),https://www.zillow.com/homedetails/6201-Carnation-Ter-Austin-TX-78741/29463221_zpid/
"6132 Seville Dr,", Austin,['78724'],3 bd,3 ba,"1,627 sqft",2006,"$274,900","$263,770","$1,750/mo",Single Family,HOA fees$18/mo,"2018$4,871--$275,328(+43.4%)",(+1.5 %),https://www.zillow.com/homedetails/6132-Seville-Dr-Austin-TX-78724/70326817_zpid/
,pflugerville,78660,,,,,234990,"['""zestimate"":232260']","['""rentZestimate"":1700']","mon - mon: 12pm - 6pm, tue - sat: 10am - 6pm, sun - sun: 12pm - 6pm",[],,"-$12,712 (-5.2 %)",https://www.zillow.com/community/fort-dessau/2087757383_zpid/
"5411 Pine Pl,", Austin,['78744'],3 bd,2 ba,"1,045 sqft",1975,"$155,000","$191,970","$1,450/mo",Single Family,HOA fees$0/mo,"2018$3,413--$167,159(+8.4%)",(+4.7 %),https://www.zillow.com/homedetails/5411-Pine-Pl-Austin-TX-78744/29466688_zpid/
,austin,78744,,,,,299995,"['""zestimate"":356801']","['""rentZestimate"":2100']",m: 10:00 am-6:30 pm; tu: 10:00 am-6:30 pm; w: 10:00 am-6:30 pm; th: 10:00 am-6:30 pm; f: 12:00 pm-7:00 pm; sa: 10:00 am-7:00 pm; su: 11:00 am-7:00 pm;,[],,"+$20,493 (+6.1 %)",https://www.zillow.com/community/vista-point/2092897226_zpid/
,austin,78728,,,,,296990,"['""zestimate"":312202']","['""rentZestimate"":2000']",mon 10-6 ; tue 10-6 ; wed 10-6 ; thu 10-6 ; fri 10-6 ; sat 10-6 ; sun 12-6,[],,"+$13,959 (+4.7 %)",https://www.zillow.com/community/wells-branch/2088583442_zpid/
"3412 Sand Dunes Ave,", Austin,['78744'],4 bd,3 ba,"1,992 sqft",2007,"$246,000","$250,215","$1,695/mo",Single Family,HOA fees$25/mo,"2018$5,658--$226,166(-0.8%)",(+3.4 %),https://www.zillow.com/homedetails/3412-Sand-Dunes-Ave-Austin-TX-78744/80108056_zpid/
"1325 S Fm 973 APT B,", Austin,['78725'],3 bd,2 ba,"2,100 sqft",1985,"$274,900","$263,185","$1,650/mo",Single Family,HOA fees$0/mo,"2018$1,756--$140,677(+3.1%)",(+3.7 %),https://www.zillow.com/homedetails/1325-S-Fm-973-APT-B-Austin-TX-78725/29465085_zpid/
,austin,78725,3.0,2.0,1399,2015,,"['""zestimate"":213556']","['""rentZestimate"":1500']",single family,"['HOA Fee"",""factValue"":""$21']","2018 $4,506 -- $224,060 +6.3%",+$5 (+0.0 %),https://www.zillow.com/homedetails/4606-Belfield-Ln-Austin-TX-78725/145656987_zpid/
"7908 Portland Trl,", Austin,['78729'],3 bd,3 ba,"1,496 sqft",1996,"$279,900","$267,615","$1,595/mo",Single Family,HOA fees$0/mo,"2018$5,325--$258,773(+3.6%)",(+2.2 %),https://www.zillow.com/homedetails/7908-Portland-Trl-Austin-TX-78729/29598548_zpid/
"6305 Hergotz Ln # 2,", Austin,['78742'],2 bd,3 ba,993 sqft,2018,"$309,000","$335,494","$1,675/mo",Single Family,HOA fees$0/mo,,,https://www.zillow.com/homedetails/6305-Hergotz-Ln-2-Austin-TX-78742/2086206092_zpid/
"4516 Kind Way,", Austin,['78725'],3 bd,3 ba,"1,432 sqft",2014,"$187,000","$196,210","$1,525/mo",Single Family,HOA fees$30/mo,"2018$3,715--$189,248(+8.9%)",(+0.7 %),https://www.zillow.com/homedetails/4516-Kind-Way-Austin-TX-78725/124838165_zpid/
,austin,78754,,,,,214990,"['""zestimate"":221780']","['""rentZestimate"":1500']",tuesday-saturday: 10am-6pm sunday & monday: 12pm-6pm,[],,"+$16,567 (+8.1 %)",https://www.zillow.com/community/fairview-heights/2088935466_zpid/
"2801 Feathercrest Dr,", Austin,['78728'],3 bd,2 ba,"1,328 sqft",1995,"$239,000","$246,994","$1,530/mo",Single Family,HOA fees$0/mo,"2018$3,912--$213,096(+10%)",(+3.3 %),https://www.zillow.com/homedetails/2801-Feathercrest-Dr-Austin-TX-78728/29451149_zpid/
"309 Holliday Ct,", Austin,['78753'],2 bd,2 ba,"1,138 sqft",1982,"$223,000","$232,291","$1,550/mo",Single Family,HOA fees$0/mo,"2018$2,526--$149,413(+10%)",(+5.2 %),https://www.zillow.com/homedetails/309-Holliday-Ct-Austin-TX-78753/29430343_zpid/
"11805 Lansdowne Rd,", Austin,['78754'],3 bd,2 ba,"1,644 sqft",2003,"$230,000","$235,765","$1,650/mo",Single Family,HOA fees$41/mo,"2018$4,079--$204,007(+10%)",(+4.1 %),https://www.zillow.com/homedetails/11805-Lansdowne-Rd-Austin-TX-78754/64732053_zpid/
