address,city,zip,beds,baths,sqft,year,saleprice,zestimate,rent,type,hoa,tax,apprec,url
1112 cooks ln,fort worth,76120,3.0,4.0,4134,1964.0,340000,"['""zestimate"":411350']","['""rentZestimate"":2743']",single family,[],"2018 $6,603 +1.1% $385,913 +32.5%","$420,688 (+2.3 %)",https://www.zillow.com/homedetails/1112-Cooks-Ln-Fort-Worth-TX-76120/29169933_zpid/
1641 fence post dr,haslet,76052,5.0,4.0,3989,2007.0,425000,"['""zestimate"":438625']","['""rentZestimate"":2950']",single family,[],"2018 $4,951 -52.1% $405,000 +3.7%","$431,432 (-1.6 %)",https://www.zillow.com/homedetails/1641-Fence-Post-Dr-Haslet-TX-76052/79944148_zpid/
1702 weiler blvd,fort worth,76112,6.0,5.0,4313,1962.0,269000,"['""zestimate"":288327']","['""rentZestimate"":1810']",single family,[],"2018 $2,661 -0.9% $198,610 -13.9%","$290,057 (+0.6 %)",https://www.zillow.com/homedetails/1702-Weiler-Blvd-Fort-Worth-TX-76112/28955419_zpid/
5616 wessex ave,fort worth,76133,3.0,2.0,2214,1959.0,265000,"['""zestimate"":257921']","['""rentZestimate"":1695']",single family,[],"2018 $2,500 +1.6% $223,955 -8.2%","$270,662 (+4.9 %)",https://www.zillow.com/homedetails/5616-Wessex-Ave-Fort-Worth-TX-76133/29142005_zpid/
3124 travis ave,fort worth,76110,3.0,2.0,2016,1919.0,249000,"['""zestimate"":249410']","['""rentZestimate"":1500']",single family,[],"2018 $4,116 +23.1% $149,601 +24.6%","$257,316 (+3.2 %)",https://www.zillow.com/homedetails/3124-Travis-Ave-Fort-Worth-TX-76110/29106806_zpid/
4017 country ln,fort worth,76123,3.0,3.0,2244,2004.0,199900,"['""zestimate"":204773']","['""rentZestimate"":1550']",single family,[],"2018 $3,762 +9.9% $161,318 +9.9%","$215,974 (+5.5 %)",https://www.zillow.com/homedetails/4017-Country-Ln-Fort-Worth-TX-76123/66643250_zpid/
1357 francis st,fort worth,76164,3.0,2.0,1697,1930.0,129900,"['""zestimate"":140874']","['""rentZestimate"":1435']",single family,[],"2018 $552 +4% $100,800 +9.1%","$151,820 (+7.8 %)",https://www.zillow.com/homedetails/1357-Francis-St-Fort-Worth-TX-76164/29045920_zpid/
4805 westlake dr,fort worth,76132,5.0,3.0,3089,1963.0,265000,[],"['""rentZestimate"":1479']",single family,[],"2017 $999 -- $77,912 +13.8%",Unavailable,https://www.zillow.com/homedetails/4805-Westlake-Dr-Fort-Worth-TX-76132/29147708_zpid/
4165 tupelo trl,fort worth,76244,4.0,3.0,2225,1999.0,252990,"['""zestimate"":244652']","['""rentZestimate"":1695']",single family,"['HOA Fee"",""factValue"":""$25']","2018 $5,043 +9.2% $212,607 +8.4%","$253,998 (+3.8 %)",https://www.zillow.com/homedetails/4165-Tupelo-Trl-Fort-Worth-TX-76244/29310268_zpid/
6857 danieldale dr,fort worth,76137,4.0,4.0,2742,2003.0,249900,"['""zestimate"":254567']","['""rentZestimate"":1715']",single family,[],"2018 $6,548 +2% $225,102 +3.6%","$271,088 (+6.5 %)",https://www.zillow.com/homedetails/6857-Danieldale-Dr-Fort-Worth-TX-76137/29308347_zpid/
6313 trinity creek dr,fort worth,76179,4.0,3.0,2362,2016.0,195000,"['""zestimate"":243724']","['""rentZestimate"":1650']",single family,[],"2018 $6,899 -4.7% $234,729 -3.6%",+$415 (+0.2 %),https://www.zillow.com/homedetails/6313-Trinity-Creek-Dr-Fort-Worth-TX-76179/163413561_zpid/
3404 forest creek dr,fort worth,76123,3.0,2.0,1809,1984.0,189900,"['""zestimate"":188969']","['""rentZestimate"":1495']",single family,[],"2018 $4,818 +18.2% $167,030 +18.2%","$200,798 (+6.3 %)",https://www.zillow.com/homedetails/3404-Forest-Creek-Dr-Fort-Worth-TX-76123/29031604_zpid/
3525 e rosedale st,fort worth,76105,3.0,2.0,1664,2017.0,190000,"['""zestimate"":192864']","['""rentZestimate"":1500']",single family,[],"2018 $4,399 +7797.7% $159,926 +7896.3%","+$7,332 (+4.0 %)",https://www.zillow.com/homedetails/3525-E-Rosedale-St-Fort-Worth-TX-76105/97714388_zpid/
6032 walleye dr,fort worth,76179,4.0,3.0,2065,2006.0,220000,"['""zestimate"":224686']","['""rentZestimate"":1595']",single family,[],"2018 $4,476 +9.6% $200,000 +6.6%","$235,808 (+5.0 %)",https://www.zillow.com/homedetails/6032-Walleye-Dr-Fort-Worth-TX-76179/79940983_zpid/
1411 e tucker st,fort worth,76104,3.0,2.0,1456,1928.0,155000,"['""zestimate"":131448']","['""rentZestimate"":1240']",single family,[],"2018 $698 +48.5% $25,371 +50.3%","$138,625 (+5.5 %)",https://www.zillow.com/homedetails/1411-E-Tucker-St-Fort-Worth-TX-76104/29187850_zpid/
4529 badlands dr,fort worth,76179,3.0,2.0,1601,2004.0,209900,"['""zestimate"":202075']","['""rentZestimate"":1495']",single family,[],"2018 $3,667 +9.9% $148,702 +11.5%","$214,098 (+5.9 %)",https://www.zillow.com/homedetails/4529-Badlands-Dr-Fort-Worth-TX-76179/70553368_zpid/
4748 jasmine dr,fort worth,76137,3.0,2.0,1640,1984.0,182500,"['""zestimate"":185072']","['""rentZestimate"":1495']",single family,[],"2018 $3,494 +9.5% $173,411 +15.2%","$199,119 (+7.6 %)",https://www.zillow.com/homedetails/4748-Jasmine-Dr-Fort-Worth-TX-76137/29209370_zpid/
4721 poplar ridge dr,fort worth,76123,4.0,4.0,2981,2006.0,239000,"['""zestimate"":268224']","['""rentZestimate"":1895']",single family,[],"2018 $6,159 +7.8% $239,581 +0.5%","$282,842 (+5.4 %)",https://www.zillow.com/homedetails/4721-Poplar-Ridge-Dr-Fort-Worth-TX-76123/79934216_zpid/
4929 breezewind ln,fort worth,76123,4.0,3.0,2887,2015.0,289900,"['""zestimate"":290631']","['""rentZestimate"":1795']",single family,[],"2018 $8,229 +17.5% $268,119 +18.8%","-$19,653 (-6.3 %)",https://www.zillow.com/homedetails/4929-Breezewind-Ln-Fort-Worth-TX-76123/79939883_zpid/
7825 pasteur ct,fort worth,76133,4.0,3.5,3041,1997.0,287000,"['""zestimate"":283043']","['""rentZestimate"":1895']",single family,[],"2018 $7,141 +29.4% $259,603 +11.5%","$297,280 (+5.0 %)",https://www.zillow.com/homedetails/7825-Pasteur-Ct-Fort-Worth-TX-76133/29303508_zpid/
1207 lowe st,fort worth,76110,3.0,,1078,1921.0,165000,"['""zestimate"":165955']","['""rentZestimate"":1225']",single family,[],"2018 $1,021 +5% $37,121 +6.3%","$173,307 (+4.4 %)",https://www.zillow.com/homedetails/1207-Lowe-St-Fort-Worth-TX-76110/29100626_zpid/
8844 noontide dr,fort worth,76179,4.0,3.0,2703,2007.0,240000,"['""zestimate"":244588']","['""rentZestimate"":1895']",single family,[],"2018 $5,542 +4% $214,569 +1.5%","$253,515 (+3.6 %)",https://www.zillow.com/homedetails/8844-Noontide-Dr-Fort-Worth-TX-76179/79922177_zpid/
3109 proctor st,fort worth,76112,3.0,2.0,1514,1953.0,68000,"['""zestimate"":148968']","['""rentZestimate"":1350']",single family,[],"2018 $348 +6.5% $111,867 +10.7%","$153,065 (+2.8 %)",https://www.zillow.com/homedetails/3109-Proctor-St-Fort-Worth-TX-76112/29011869_zpid/
1151 blodgett ave,fort worth,76115,4.0,2.0,1900,2018.0,199900,"['""zestimate"":207883']","['""rentZestimate"":1610']",single family,[],,"-$11,445 (-5.2 %)",https://www.zillow.com/homedetails/1151-Blodgett-Ave-Fort-Worth-TX-76115/2099978579_zpid/
1025 fort apache dr,haslet,76052,3.0,2.0,1424,2005.0,185000,"['""zestimate"":186930']","['""rentZestimate"":1465']",single family,[],"2018 $2,262 -46.2% $163,976 +13.3%","$200,034 (+7.0 %)",https://www.zillow.com/homedetails/1025-Fort-Apache-Dr-Haslet-TX-76052/70566483_zpid/
3115 blue ash ln,euless,76040,3.0,2.0,1680,2016.0,70000,[],"['""rentZestimate"":1325']",mobile / manufactured,[],"2017 -- -- $35,734 --",Unavailable,https://www.zillow.com/homedetails/3115-Blue-Ash-Ln-Euless-TX-76040/245197414_zpid/
13600 ponderosa ranch rd,roanoke,76262,3.0,2.0,1415,2001.0,189000,"['""zestimate"":193971']","['""rentZestimate"":1499']",single family,[],"2018 $1,940 -45.9% $164,145 +13.7%","$204,116 (+5.2 %)",https://www.zillow.com/homedetails/13600-Ponderosa-Ranch-Rd-Roanoke-TX-76262/60285596_zpid/
2010 standifer st,fort worth,76164,3.0,2.0,1644,2019.0,159900,"['""zestimate"":188450']",[],single family,[],"2018 $413 -1.1% $15,000 --",Unavailable,https://www.zillow.com/homedetails/2010-Standifer-St-Fort-Worth-TX-76164/97676060_zpid/
8308 summer park dr,fort worth,76123,5.0,4.0,4776,2002.0,394900,"['""zestimate"":396987']","['""rentZestimate"":2750']",single family,[],"2018 $10,589 +32.9% $345,050 +6.3%","$408,857 (+3.0 %)",https://www.zillow.com/homedetails/8308-Summer-Park-Dr-Fort-Worth-TX-76123/58530111_zpid/
11148 davis mountain rd,keller,76244,4.0,3.0,2681,2013.0,285000,"['""zestimate"":306464']","['""rentZestimate"":2195']",single family,[],"2018 -- -- $278,175 -1.6%","$315,689 (+3.0 %)",https://www.zillow.com/homedetails/11148-Davis-Mountain-Rd-Keller-TX-76244/119981535_zpid/
7833 meadowlark dr,fort worth,76133,4.0,3.0,2580,1986.0,199900,"['""zestimate"":225617']","['""rentZestimate"":1800']",single family,[],"2018 $5,777 +48.2% $210,000 +13.7%","$238,883 (+5.9 %)",https://www.zillow.com/homedetails/7833-Meadowlark-Dr-Fort-Worth-TX-76133/29218051_zpid/
9324 cynthia ct,fort worth,76140,4.0,2.0,1916,2005.0,170000,"['""zestimate"":175407']","['""rentZestimate"":1400']",single family,[],"2018 $4,052 -1.9% $140,000 -0.3%","$186,405 (+6.3 %)",https://www.zillow.com/homedetails/9324-Cynthia-Ct-Fort-Worth-TX-76140/70568573_zpid/
3208 wren ave,fort worth,76133,4.0,3.0,2313,1962.0,289000,"['""zestimate"":235392']","['""rentZestimate"":1450']",single family,[],"2018 $3,820 +7.1% $138,844 +8.4%","$246,879 (+4.9 %)",https://www.zillow.com/homedetails/3208-Wren-Ave-Fort-Worth-TX-76133/29108612_zpid/
1908 alston ave,fort worth,76110,4.0,2.0,2279,1925.0,435000,"['""zestimate"":423962']","['""rentZestimate"":2832']",single family,[],"2018 $6,410 +9.3% $282,150 -1%","$436,681 (+3.0 %)",https://www.zillow.com/homedetails/1908-Alston-Ave-Fort-Worth-TX-76110/28929909_zpid/
6605 westrock dr,fort worth,76133,3.0,2.0,1424,1970.0,179900,"['""zestimate"":181331']","['""rentZestimate"":1430']",single family,[],"2018 $2,789 +9.9% $141,840 +5.9%","$196,037 (+8.1 %)",https://www.zillow.com/homedetails/6605-Westrock-Dr-Fort-Worth-TX-76133/29142803_zpid/
8900 winding valley dr,fort worth,76244,3.0,2.0,2174,2011.0,239900,"['""zestimate"":242454']","['""rentZestimate"":1795']",single family,"['HOA Fee"",""factValue"":""$29']","2018 $5,758 +3.2% $223,000 +4.5%","$250,164 (+3.2 %)",https://www.zillow.com/homedetails/8900-Winding-Valley-Dr-Fort-Worth-TX-76244/118233127_zpid/
4656 rockmill trl,fort worth,76179,3.0,2.0,1530,2004.0,210000,"['""zestimate"":204559']","['""rentZestimate"":1500']",single family,[],"2018 $4,773 +11.4% $162,401 +12.6%","$217,037 (+6.1 %)",https://www.zillow.com/homedetails/4656-Rockmill-Trl-Fort-Worth-TX-76179/70556270_zpid/
1133 verbena st,fort worth,76104,4.0,2.0,1364,1928.0,79000,"['""zestimate"":87868']","['""rentZestimate"":1310']",single family,[],"2018 $1,541 +10.4% $56,018 +11.8%","$91,708 (+4.4 %)",https://www.zillow.com/homedetails/1133-Verbena-St-Fort-Worth-TX-76104/29040381_zpid/
13660 willow springs rd,haslet,76052,4.0,2.0,2029,1990.0,279900,"['""zestimate"":282571']","['""rentZestimate"":1795']",single family,[],"2018 $1,348 -66.4% $199,000 -1%","$292,207 (+3.4 %)",https://www.zillow.com/homedetails/13660-Willow-Springs-Rd-Haslet-TX-76052/29216531_zpid/
9808 parkmere dr,fort worth,76108,3.0,2.5,1767,2001.0,154900,"['""zestimate"":202893']","['""rentZestimate"":1595']",single family,[],"2018 $4,168 +9% $177,374 +9.2%","$215,432 (+6.2 %)",https://www.zillow.com/homedetails/9808-Parkmere-Dr-Fort-Worth-TX-76108/54046533_zpid/
3412 avenue m,fort worth,76105,3.0,3.0,1677,2019.0,185000,"['""zestimate"":162026']",[],single family,[],"2018 $138 +147.8% $5,000 +150%",Unavailable,https://www.zillow.com/homedetails/3412-Avenue-M-Fort-Worth-TX-76105/29068158_zpid/
10237 fox springs dr,fort worth,76131,4.0,3.0,2803,2018.0,299490,"['""zestimate"":293791']","['""rentZestimate"":1995']",single family,[],,"+$2,665 (+0.9 %)",https://www.zillow.com/homedetails/10237-Fox-Springs-Dr-Fort-Worth-TX-76131/2088657816_zpid/
5024 pamela dr,fort worth,76116,3.0,2.0,760,1950.0,125000,"['""zestimate"":109252']","['""rentZestimate"":950']",single family,[],"2018 $2,189 +12.6% $79,590 +14%","$111,524 (+2.1 %)",https://www.zillow.com/homedetails/5024-Pamela-Dr-Fort-Worth-TX-76116/28922778_zpid/
344 fossil bridge dr,fort worth,76131,4.0,2.0,2008,2006.0,215000,"['""zestimate"":222838']","['""rentZestimate"":1700']",single family,[],"2018 $2,360 -49% $190,000 +5%","$234,381 (+5.2 %)",https://www.zillow.com/homedetails/344-Fossil-Bridge-Dr-Fort-Worth-TX-76131/79943193_zpid/
1017 w richmond ave,fort worth,76110,4.0,3.0,2237,2018.0,399900,[],"['""rentZestimate"":1450']",single family,[],"2016 $640 -0.2% $37,500 +65.9%",Unavailable,https://www.zillow.com/homedetails/1017-W-Richmond-Ave-Fort-Worth-TX-76110/29248988_zpid/
2430 las brisas st,fort worth,76119,3.0,2.0,1308,1973.0,109900,"['""zestimate"":111769']","['""rentZestimate"":1350']",townhouse,[],"2018 $1,514 -2% $55,022 -0.8%","$116,955 (+4.6 %)",https://www.zillow.com/homedetails/2430-Las-Brisas-St-Fort-Worth-TX-76119/29023096_zpid/
1344 cog hill dr,fort worth,76120,3.0,2.0,1791,2008.0,240000,"['""zestimate"":249486']","['""rentZestimate"":1850']",single family,[],"2018 $5,109 -1.2% $210,000 --","$258,218 (+3.5 %)",https://www.zillow.com/homedetails/1344-Cog-Hill-Dr-Fort-Worth-TX-76120/79940790_zpid/
3012 gentle st,fort worth,76140,3.0,2.0,1064,1985.0,22900,[],"['""rentZestimate"":1050']",mobile / manufactured,[],"2017 $118 -77.4% $5,321 -69.4%",Unavailable,https://www.zillow.com/homedetails/3012-Gentle-St-Fort-Worth-TX-76140/83786619_zpid/
5632 durham ave,fort worth,76114,3.0,2.0,1440,1955.0,199786,"['""zestimate"":203007']","['""rentZestimate"":1475']",single family,[],"2018 $4,005 +23.1% $145,597 +24.6%","$217,684 (+7.2 %)",https://www.zillow.com/homedetails/5632-Durham-Ave-Fort-Worth-TX-76114/29121675_zpid/
136 callender dr,fort worth,76108,3.0,2.0,1324,1986.0,159900,"['""zestimate"":160983']","['""rentZestimate"":1375']",single family,[],"2018 $3,342 +20.2% $134,790 +14.7%","$172,413 (+7.1 %)",https://www.zillow.com/homedetails/136-Callender-Dr-Fort-Worth-TX-76108/29218222_zpid/
6336 pointman ln,fort worth,76123,5.0,4.0,3501,2018.0,372900,"['""zestimate"":342433']","['""rentZestimate"":2167']",single family,"['HOA Fee"",""factValue"":""$54']",,"+$20,051 (+6.2 %)",https://www.zillow.com/homedetails/6336-Pointman-Ln-Fort-Worth-TX-76123/2088470984_zpid/
1005 e baltimore ave,fort worth,76104,3.0,,1232,1928.0,50000,"['""zestimate"":45736']","['""rentZestimate"":1100']",single family,[],"2018 $345 -- $20,858 +68.6%","$47,108 (+3.0 %)",https://www.zillow.com/homedetails/1005-E-Baltimore-Ave-Fort-Worth-TX-76104/29110134_zpid/
3720 aldersyde dr,fort worth,76244,4.0,2.0,1670,2002.0,219000,"['""zestimate"":215593']","['""rentZestimate"":1550']",single family,[],"2018 $5,351 +18.9% $185,159 +1.9%","$222,686 (+3.3 %)",https://www.zillow.com/homedetails/3720-Aldersyde-Dr-Fort-Worth-TX-76244/61886269_zpid/
8813 graywolf ridge trl,fort worth,76244,4.0,3.0,2306,2007.0,260000,"['""zestimate"":260850']","['""rentZestimate"":1745']",single family,[],"2018 $6,069 +5.8% $234,275 +7%","$271,701 (+4.2 %)",https://www.zillow.com/homedetails/8813-Graywolf-Ridge-Trl-Fort-Worth-TX-76244/79960754_zpid/
5616 piedra dr,fort worth,76179,3.0,2.0,1996,2005.0,214000,"['""zestimate"":224340']","['""rentZestimate"":1625']",single family,"['HOA Fee"",""factValue"":""$30']","2018 $5,118 +9.5% $211,810 +13.3%","$237,083 (+5.7 %)",https://www.zillow.com/homedetails/5616-Piedra-Dr-Fort-Worth-TX-76179/70558054_zpid/
7248 ellis rd,fort worth,76112,3.0,2.0,1658,1961.0,199900,"['""zestimate"":197768']","['""rentZestimate"":1500']",single family,[],"2018 $672 +7.7% $138,718 +22%","$209,476 (+5.9 %)",https://www.zillow.com/homedetails/7248-Ellis-Rd-Fort-Worth-TX-76112/29092767_zpid/
4721 grant park ave,fort worth,76137,4.0,2.0,1886,1996.0,220000,"['""zestimate"":222928']","['""rentZestimate"":1650']",single family,[],"2018 $6,328 +4.9% $205,798 +6.7%","$232,960 (+4.5 %)",https://www.zillow.com/homedetails/4721-Grant-Park-Ave-Fort-Worth-TX-76137/29294393_zpid/
5808 locke ave,fort worth,76107,3.0,2.0,1619,1950.0,275000,"['""zestimate"":279334']","['""rentZestimate"":1800']",single family,[],"2018 $4,546 +20.1% $165,273 +5.2%","$287,491 (+2.9 %)",https://www.zillow.com/homedetails/5808-Locke-Ave-Fort-Worth-TX-76107/28951257_zpid/
7441 grass valley trl,fort worth,76123,4.0,3.0,3166,2005.0,195500,"['""zestimate"":245370']","['""rentZestimate"":1795']",single family,[],"2018 $5,431 +8.4% $222,427 +9.1%","$254,007 (+3.5 %)",https://www.zillow.com/homedetails/7441-Grass-Valley-Trl-Fort-Worth-TX-76123/70555436_zpid/
6967 wildbriar ct w,fort worth,76120,3.0,2.0,1372,1981.0,174900,"['""zestimate"":177132']","['""rentZestimate"":1395']",single family,[],"2018 $2,338 +19.9% $85,000 +21.4%","$185,581 (+4.8 %)",https://www.zillow.com/homedetails/6967-Wildbriar-Ct-W-Fort-Worth-TX-76120/29096389_zpid/
3513 avenue m,fort worth,76105,3.0,,1120,1920.0,100000,"['""zestimate"":98592']","['""rentZestimate"":1150']",single family,[],"2018 $1,906 +14.2% $69,298 +15.6%","$98,158 (-0.4 %)",https://www.zillow.com/homedetails/3513-Avenue-M-Fort-Worth-TX-76105/29068022_zpid/
11833 elko ln,fort worth,76108,3.0,2.0,2040,2010.0,258999,"['""zestimate"":287828']","['""rentZestimate"":1995']",single family,"['HOA Fee"",""factValue"":""$58']","2018 $7,798 +1.8% $255,792 +2.4%","$298,046 (+3.6 %)",https://www.zillow.com/homedetails/11833-Elko-Ln-Fort-Worth-TX-76108/89534646_zpid/
10209 stubbs trl,fort worth,76108,4.0,3.0,2592,1970.0,299000,"['""zestimate"":331934']","['""rentZestimate"":2018']",single family,[],"2018 $7,197 +7% $274,310 +4.8%","$339,834 (+2.4 %)",https://www.zillow.com/homedetails/10209-Stubbs-Trl-Fort-Worth-TX-76108/29173976_zpid/
6800 franwood ter,fort worth,76112,3.0,2.0,2337,1973.0,165000,"['""zestimate"":175639']","['""rentZestimate"":1465']",single family,[],"2018 $4,136 +20.4% $150,347 +21.9%","$179,837 (+2.4 %)",https://www.zillow.com/homedetails/6800-Franwood-Ter-Fort-Worth-TX-76112/29046980_zpid/
5620 boca raton blvd apt 224,fort worth,76112,,,731,1972.0,49900,[],"['""rentZestimate"":1005']",condo,[],"2016 $234 -51.3% $22,844 +35.2%",Unavailable,https://www.zillow.com/homedetails/5620-Boca-Raton-Blvd-APT-224-Fort-Worth-TX-76112/29062150_zpid/
5712 moon flower ct,fort worth,76244,3.0,2.0,1539,2007.0,199900,"['""zestimate"":202786']","['""rentZestimate"":1595']",single family,"['HOA Fee"",""factValue"":""$28']","2018 $4,302 +4% $170,000 +0.1%","$212,621 (+4.8 %)",https://www.zillow.com/homedetails/5712-Moon-Flower-Ct-Fort-Worth-TX-76244/79952843_zpid/
1321 ash crescent st,fort worth,76104,3.0,2.0,1210,2018.0,142000,"['""zestimate"":145323']",[],single family,[],"2018 $173 +397% $6,250 +400%",Unavailable,https://www.zillow.com/homedetails/1321-Ash-Crescent-St-Fort-Worth-TX-76104/97673996_zpid/
4214 calmont ave,fort worth,76107,3.0,2.0,1698,1940.0,399990,"['""zestimate"":411770']","['""rentZestimate"":2100']",single family,[],"2018 $6,839 +0.8% $276,679 +0.4%","$406,088 (-1.4 %)",https://www.zillow.com/homedetails/4214-Calmont-Ave-Fort-Worth-TX-76107/29149479_zpid/
2962 mckinley ave,fort worth,76106,4.0,2.0,1600,1985.0,135000,"['""zestimate"":139268']","['""rentZestimate"":1495']",single family,[],"2018 $2,842 +30.6% $103,272 +32.2%","$148,181 (+6.4 %)",https://www.zillow.com/homedetails/2962-Mckinley-Ave-Fort-Worth-TX-76106/29015368_zpid/
12517 cottageville ln,fort worth,76244,3.0,2.0,1872,2004.0,219900,"['""zestimate"":223294']","['""rentZestimate"":1650']",single family,[],"2018 $3,220 -48.5% $233,402 +8.4%","$235,307 (+5.4 %)",https://www.zillow.com/homedetails/12517-Cottageville-Ln-Fort-Worth-TX-76244/70561749_zpid/
4716 mount hood rd,fort worth,76137,4.0,2.5,1965,1995.0,248000,"['""zestimate"":240496']","['""rentZestimate"":1675']",single family,[],"2018 $6,701 +3.9% $218,000 +5.8%","$251,222 (+4.5 %)",https://www.zillow.com/homedetails/4716-Mount-Hood-Rd-Fort-Worth-TX-76137/29278632_zpid/
11016 redbrook ln,fort worth,76140,4.0,3.0,2446,2002.0,200000,"['""zestimate"":206246']","['""rentZestimate"":1600']",single family,"['HOA Fee"",""factValue"":""$18']","2018 $5,524 +6.2% $179,973 +7.4%","$217,156 (+5.3 %)",https://www.zillow.com/homedetails/11016-Redbrook-Ln-Fort-Worth-TX-76140/54045607_zpid/
12828 seaside dr # 326,euless,76040,2.0,3.0,1261,2001.0,169900,"['""zestimate"":174891']","['""rentZestimate"":1495']",townhouse,[],"2018 $2,762 +10.3% $158,058 +12.1%","$184,038 (+5.2 %)",https://www.zillow.com/homedetails/12828-Seaside-Dr-326-Euless-TX-76040/60242333_zpid/
10629 pumice dr,fort worth,76131,4.0,3.0,2828,2014.0,260000,"['""zestimate"":263098']","['""rentZestimate"":1795']",single family,[],"2018 $2,785 -47% $233,141 +14.4%","+$2,569 (+1.0 %)",https://www.zillow.com/homedetails/10629-Pumice-Dr-Fort-Worth-TX-76131/125971840_zpid/
7712 parkwood plaza dr,fort worth,76137,5.0,3.0,3089,2000.0,315000,"['""zestimate"":302325']","['""rentZestimate"":2200']",single family,[],"2018 $4,684 +1.2% $292,590 +10.2%","$311,939 (+3.2 %)",https://www.zillow.com/homedetails/7712-Parkwood-Plaza-Dr-Fort-Worth-TX-76137/54042308_zpid/
6021 harwich ln,fort worth,76179,,,,,264900,"['""zestimate"":246606']","['""rentZestimate"":1650']",m-f 10am-6pm sat: 10am-6pm sun: 12pm-6pm,[],,"+$4,223 (+1.7 %)",https://www.zillow.com/homedetails/6021-Harwich-Ln-Fort-Worth-TX-76179/2088977355_zpid/
4421 spruce pine ct,fort worth,76244,3.0,2.0,1941,2002.0,224000,"['""zestimate"":230792']","['""rentZestimate"":1650']",single family,"['HOA Fee"",""factValue"":""$25']","2018 $6,353 +10.1% $218,412 +11.8%","$241,939 (+4.8 %)",https://www.zillow.com/homedetails/4421-Spruce-Pine-Ct-Fort-Worth-TX-76244/60241542_zpid/
3212 refugio ave,fort worth,76106,3.0,2.0,1812,2018.0,215000,"['""zestimate"":202600']",[],single family,[],"2018 $626 -1.2% $22,750 --",Unavailable,https://www.zillow.com/homedetails/3212-Refugio-Ave-Fort-Worth-TX-76106/97724473_zpid/
6205 melanie dr,fort worth,76131,4.0,2.0,1838,2006.0,212500,"['""zestimate"":212453']","['""rentZestimate"":1645']",single family,[],"2018 $5,145 +7.9% $198,796 +8.4%","$223,288 (+5.1 %)",https://www.zillow.com/homedetails/6205-Melanie-Dr-Fort-Worth-TX-76131/83809452_zpid/
4337 lake stone trl,fort worth,76123,4.0,3.0,2625,2006.0,265000,"['""zestimate"":264382']","['""rentZestimate"":1785']",single family,[],"2018 $3,332 +1.4% $216,271 +6.2%","$275,275 (+4.1 %)",https://www.zillow.com/homedetails/4337-Lake-Stone-Trl-Fort-Worth-TX-76123/79945167_zpid/
3525 bandera ranch rd,roanoke,76262,5.0,3.0,2628,2002.0,235000,"['""zestimate"":240228']","['""rentZestimate"":1750']",single family,[],"2018 $2,999 -49.8% $217,365 +5.6%","$251,206 (+4.6 %)",https://www.zillow.com/homedetails/3525-Bandera-Ranch-Rd-Roanoke-TX-76262/60243453_zpid/
1100 e harvey ave,fort worth,76104,3.0,2.0,1428,2018.0,160000,"['""zestimate"":151687']",[],single family,[],"2018 $138 +395.7% $5,000 +400%",Unavailable,https://www.zillow.com/homedetails/1100-E-Harvey-Ave-Fort-Worth-TX-76104/97703372_zpid/
9617 sam bass trl,fort worth,76244,4.0,3.0,3000,2007.0,355000,"['""zestimate"":354087']","['""rentZestimate"":2700']",single family,[],"2018 $9,980 -2.4% $352,109 -0.4%","$360,071 (+1.7 %)",https://www.zillow.com/homedetails/9617-Sam-Bass-Trl-Fort-Worth-TX-76244/79965592_zpid/
1305 soaptree ln,fort worth,76177,4.0,4.0,2681,2008.0,279000,"['""zestimate"":288372']","['""rentZestimate"":2000']",single family,[],"2018 $3,973 -38.1% $288,021 +7.9%","$295,754 (+2.6 %)",https://www.zillow.com/homedetails/1305-Soaptree-Ln-Fort-Worth-TX-76177/83800831_zpid/
5812 barrier reef dr,fort worth,76179,4.0,2.0,2173,2009.0,245000,"['""zestimate"":244821']","['""rentZestimate"":1675']",single family,[],"2018 $5,295 +8.4% $204,176 +8.9%","$257,650 (+5.2 %)",https://www.zillow.com/homedetails/5812-Barrier-Reef-Dr-Fort-Worth-TX-76179/79956597_zpid/
7200 craig st,fort worth,76112,4.0,3.0,3079,2004.0,379000,"['""zestimate"":382682']","['""rentZestimate"":2507']",single family,[],"2018 $7,298 +17.6% $265,300 -1.3%","$387,083 (+1.2 %)",https://www.zillow.com/homedetails/7200-Craig-St-Fort-Worth-TX-76112/70560799_zpid/
7013 robinhood ln,fort worth,76112,3.0,2.0,1605,1957.0,189000,"['""zestimate"":175432']","['""rentZestimate"":1425']",single family,[],"2018 $2,316 +10.8% $122,682 +7.6%","$186,379 (+6.2 %)",https://www.zillow.com/homedetails/7013-Robinhood-Ln-Fort-Worth-TX-76112/28969297_zpid/
7336 indiana ave,fort worth,76137,3.0,2.0,1528,1991.0,200000,"['""zestimate"":201623']","['""rentZestimate"":1495']",single family,[],"2018 $4,870 +10.9% $167,407 +12.5%","$213,539 (+5.9 %)",https://www.zillow.com/homedetails/7336-Indiana-Ave-Fort-Worth-TX-76137/29270357_zpid/
7845 hood st,fort worth,76135,3.0,2.0,1795,1959.0,137900,"['""zestimate"":187462']","['""rentZestimate"":1428']",single family,[],"2018 $9 -0.4% $47,991 +22%","+$2,922 (+1.6 %)",https://www.zillow.com/homedetails/7845-Hood-St-Fort-Worth-TX-76135/29166299_zpid/
